Period (days),Log of Amplitude
2.378251374,2.331946298
2.379900424,2.332701513
2.381550617,2.333456062
2.383201954,2.334209965
2.384854437,2.334963246
2.386508065,2.335715925
2.388162839,2.336468024
2.389818762,2.337219564
2.391475832,2.337970567
2.393134051,2.338721053
2.39479342,2.339471043
2.39645394,2.340220557
2.398115611,2.340969616
2.399778435,2.341718238
2.401442411,2.342466445
2.403107541,2.343214256
2.404773826,2.34396169
2.406441266,2.344708765
2.408109862,2.345455502
2.409779615,2.346201918
2.411450526,2.346948032
2.413122596,2.347693862
2.414795825,2.348439426
2.416470214,2.349184742
2.418145764,2.349929828
2.419822476,2.3506747
2.42150035,2.351419376
2.423179388,2.352163873
2.424859591,2.352908208
2.426540958,2.353652397
2.428223491,2.354396455
2.429907191,2.355140401
2.431592058,2.355884248
2.433278093,2.356628013
2.434965298,2.357371711
2.436653672,2.358115358
2.438343217,2.358858967
2.440033934,2.359602555
2.441725823,2.360346136
2.443418885,2.361089723
2.445113121,2.361833332
2.446808532,2.362576976
2.448505118,2.363320669
2.450202881,2.364064424
2.451901821,2.364808255
2.453601939,2.365552175
2.455303236,2.366296197
2.457005712,2.367040333
2.458709369,2.367784597
2.460414207,2.368529
2.462120228,2.369273554
2.463827431,2.370018272
2.465535818,2.370763166
2.46724539,2.371508247
2.468956147,2.372253526
2.47066809,2.372999014
2.47238122,2.373744724
2.474095538,2.374490664
2.475811045,2.375236847
2.477527741,2.375983283
2.479245628,2.376729981
2.480964706,2.377476953
2.482684976,2.378224207
2.484406438,2.378971754
2.486129095,2.379719604
2.487852945,2.380467765
2.489577991,2.381216248
2.491304234,2.381965061
2.493031673,2.382714213
2.49476031,2.383463713
2.496490145,2.384213569
2.49822118,2.38496379
2.499953415,2.385714385
2.501686852,2.386465361
2.50342149,2.387216727
2.505157331,2.38796849
2.506894376,2.388720658
2.508632625,2.389473238
2.510372079,2.390226238
2.51211274,2.390979666
2.513854607,2.391733528
2.515597683,2.392487831
2.517341966,2.393242582
2.51908746,2.393997788
2.520834164,2.394753455
2.522582078,2.39550959
2.524331205,2.3962662
2.526081545,2.397023289
2.527833098,2.397780865
2.529585866,2.398538933
2.531339849,2.399297499
2.533095048,2.400056569
2.534851465,2.400816148
2.536609099,2.401576242
2.538367952,2.402336856
2.540128024,2.403097995
2.541889317,2.403859664
2.543651831,2.404621869
2.545415568,2.405384614
2.547180527,2.406147904
2.54894671,2.406911743
2.550714118,2.407676137
2.552482751,2.40844109
2.55425261,2.409206605
2.556023697,2.409972688
2.557796012,2.410739342
2.559569556,2.411506572
2.561344329,2.412274382
2.563120333,2.413042775
2.564897569,2.413811755
2.566676036,2.414581326
2.568455737,2.415351491
2.570236672,2.416122255
2.572018842,2.41689362
2.573802248,2.41766559
2.57558689,2.418438169
2.57737277,2.419211358
2.579159888,2.419985163
2.580948245,2.420759584
2.582737842,2.421534627
2.58452868,2.422310293
2.58632076,2.423086585
2.588114082,2.423863506
2.589908648,2.424641059
2.591704458,2.425419246
2.593501514,2.42619807
2.595299815,2.426977533
2.597099363,2.427757638
2.59890016,2.428538388
2.600702204,2.429319783
2.602505499,2.430101827
2.604310043,2.430884522
2.606115839,2.43166787
2.607922887,2.432451872
2.609731188,2.433236531
2.611540743,2.434021849
2.613351553,2.434807828
2.615163618,2.435594468
2.61697694,2.436381773
2.618791519,2.437169743
2.620607356,2.437958381
2.622424452,2.438747688
2.624242808,2.439537664
2.626062425,2.440328313
2.627883304,2.441119635
2.629705446,2.441911631
2.63152885,2.442704303
2.633353519,2.443497652
2.635179454,2.444291679
2.637006654,2.445086385
2.638835122,2.445881771
2.640664857,2.446677839
2.642495861,2.447474589
2.644328134,2.448272021
2.646161678,2.449070138
2.647996493,2.44986894
2.649832581,2.450668427
2.651669942,2.4514686
2.653508576,2.45226946
2.655348486,2.453071007
2.657189671,2.453873242
2.659032133,2.454676165
2.660875873,2.455479777
2.662720891,2.456284077
2.664567188,2.457089067
2.666414766,2.457894747
2.668263624,2.458701116
2.670113765,2.459508175
2.671965188,2.460315924
2.673817895,2.461124362
2.675671887,2.461933491
2.677527164,2.462743309
2.679383728,2.463553816
2.681241579,2.464365013
2.683100719,2.465176899
2.684961147,2.465989473
2.686822865,2.466802736
2.688685875,2.467616686
2.690550176,2.468431323
2.692415769,2.469246647
2.694282657,2.470062657
2.696150839,2.470879352
2.698020316,2.471696731
2.699891089,2.472514794
2.70176316,2.473333538
2.703636529,2.474152965
2.705511196,2.474973072
2.707387164,2.475793858
2.709264432,2.476615321
2.711143002,2.477437462
2.713022875,2.478260278
2.714904051,2.479083767
2.716786531,2.479907929
2.718670317,2.480732761
2.720555409,2.481558263
2.722441808,2.482384431
2.724329515,2.483211265
2.726218531,2.484038762
2.728108857,2.484866921
2.730000493,2.485695739
2.731893441,2.486525213
2.733787702,2.487355343
2.735683276,2.488186125
2.737580164,2.489017557
2.739478368,2.489849637
2.741377888,2.490682361
2.743278725,2.491515727
2.74518088,2.492349733
2.747084354,2.493184375
2.748989148,2.49401965
2.750895263,2.494855556
2.752802699,2.495692088
2.754711458,2.496529244
2.75662154,2.497367021
2.758532947,2.498205414
2.760445679,2.499044421
2.762359738,2.499884037
2.764275123,2.500724258
2.766191837,2.501565082
2.76810988,2.502406503
2.770029252,2.503248517
2.771949956,2.504091121
2.773871991,2.50493431
2.775795359,2.50577808
2.777720061,2.506622425
2.779646097,2.507467342
2.781573469,2.508312825
2.783502177,2.509158869
2.785432223,2.51000547
2.787363607,2.510852623
2.78929633,2.511700321
2.791230393,2.51254856
2.793165797,2.513397334
2.795102543,2.514246638
2.797040632,2.515096465
2.798980065,2.51594681
2.800920843,2.516797667
2.802862966,2.51764903
2.804806436,2.518500892
2.806751254,2.519353247
2.80869742,2.520206089
2.810644935,2.521059411
2.812593801,2.521913206
2.814544019,2.522767468
2.816495588,2.523622188
2.818448511,2.524477361
2.820402788,2.525332979
2.82235842,2.526189035
2.824315408,2.52704552
2.826273752,2.527902428
2.828233455,2.52875975
2.830194517,2.529617479
2.832156938,2.530475607
2.83412072,2.531334125
2.836085864,2.532193025
2.838052371,2.533052298
2.84002024,2.533911937
2.841989475,2.534771932
2.843960075,2.535632274
2.845932041,2.536492955
2.847905375,2.537353966
2.849880076,2.538215296
2.851856148,2.539076938
2.853833589,2.53993888
2.855812401,2.540801114
2.857792586,2.541663631
2.859774143,2.542526419
2.861757075,2.543389469
2.863741381,2.54425277
2.865727064,2.545116314
2.867714123,2.545980088
2.86970256,2.546844083
2.871692376,2.547708288
2.873683571,2.548572691
2.875676147,2.549437283
2.877670105,2.550302052
2.879665446,2.551166986
2.88166217,2.552032075
2.883660278,2.552897307
2.885659772,2.553762671
2.887660652,2.554628154
2.88966292,2.555493746
2.891666576,2.556359433
2.893671621,2.557225205
2.895678057,2.558091048
2.897685884,2.558956951
2.899695103,2.559822901
2.901705715,2.560688886
2.903717721,2.561554893
2.905731123,2.562420909
2.90774592,2.563286921
2.909762115,2.564152917
2.911779707,2.565018884
2.913798699,2.565884807
2.915819091,2.566750675
2.917840883,2.567616473
2.919864077,2.568482188
2.921888674,2.569347806
2.923914675,2.570213315
2.925942081,2.571078699
2.927970893,2.571943945
2.930001111,2.57280904
2.932032737,2.573673968
2.934065772,2.574538716
2.936100216,2.57540327
2.938136071,2.576267615
2.940173338,2.577131738
2.942212017,2.577995622
2.94425211,2.578859254
2.946293618,2.57972262
2.948336541,2.580585704
2.95038088,2.581448491
2.952426637,2.582310967
2.954473813,2.583173117
2.956522408,2.584034926
2.958572424,2.584896378
2.960623861,2.585757459
2.96267672,2.586618154
2.964731003,2.587478446
2.96678671,2.588338321
2.968843843,2.589197764
2.970902402,2.590056759
2.972962389,2.59091529
2.975023804,2.591773343
2.977086648,2.592630901
2.979150922,2.593487949
2.981216628,2.594344471
2.983283766,2.595200453
2.985352338,2.596055877
2.987422344,2.596910728
2.989493785,2.597764992
2.991566663,2.598618651
2.993640977,2.59947169
2.995716731,2.600324093
2.997793923,2.601175845
2.999872556,2.60202693
3.00195263,2.602877332
3.004034146,2.603727034
3.006117106,2.604576022
3.00820151,2.60542428
3.010287359,2.606271791
3.012374654,2.60711854
3.014463397,2.60796451
3.016553588,2.608809687
3.018645229,2.609654055
3.020738319,2.610497597
3.022832862,2.611340298
3.024928856,2.612182143
3.027026304,2.613023115
3.029125206,2.613863199
3.031225563,2.61470238
3.033327377,2.615540641
3.035430648,2.616377968
3.037535378,2.617214344
3.039641567,2.618049755
3.041749216,2.618884185
3.043858327,2.619717618
3.0459689,2.62055004
3.048080937,2.621381435
3.050194438,2.622211788
3.052309404,2.623041084
3.054425837,2.623869308
3.056543738,2.624696446
3.058663107,2.625522481
3.060783946,2.6263474
3.062906255,2.627171187
3.065030036,2.627993829
3.067155289,2.62881531
3.069282016,2.629635617
3.071410218,2.630454734
3.073539895,2.631272648
3.075671049,2.632089344
3.077803681,2.632904809
3.079937791,2.633719028
3.082073382,2.634531988
3.084210453,2.635343675
3.086349006,2.636154075
3.088489041,2.636963176
3.090630561,2.637770963
3.092773565,2.638577423
3.094918056,2.639382544
3.097064033,2.640186313
3.099211499,2.640988715
3.101360453,2.64178974
3.103510897,2.642589374
3.105662833,2.643387605
3.107816261,2.644184421
3.109971181,2.64497981
3.112127596,2.645773759
3.114285507,2.646566257
3.116444913,2.647357292
3.118605817,2.648146853
3.120768219,2.648934929
3.122932121,2.649721507
3.125097523,2.650506578
3.127264426,2.651290131
3.129432832,2.652072155
3.131602742,2.652852639
3.133774156,2.653631573
3.135947075,2.654408947
3.138121502,2.655184751
3.140297436,2.655958976
3.142474879,2.656731611
3.144653831,2.657502648
3.146834295,2.658272077
3.14901627,2.65903989
3.151199759,2.659806077
3.153384761,2.660570631
3.155571279,2.661333541
3.157759312,2.662094802
3.159948863,2.662854404
3.162139932,2.663612339
3.16433252,2.664368601
3.166526629,2.665123182
3.168722258,2.665876074
3.170919411,2.666627272
3.173118087,2.667376767
3.175318287,2.668124555
3.177520013,2.668870627
3.179723265,2.66961498
3.181928046,2.670357605
3.184134355,2.671098499
3.186342193,2.671837656
3.188551563,2.67257507
3.190762465,2.673310737
3.192974899,2.674044652
3.195188868,2.674776811
3.197404372,2.675507209
3.199621412,2.676235843
3.20183999,2.676962708
3.204060105,2.677687802
3.20628176,2.678411121
3.208504956,2.679132662
3.210729693,2.679852422
3.212955973,2.6805704
3.215183796,2.681286591
3.217413164,2.682000995
3.219644078,2.68271361
3.221876539,2.683424434
3.224110548,2.684133466
3.226346106,2.684840705
3.228583214,2.68554615
3.230821873,2.686249801
3.233062084,2.686951657
3.235303849,2.687651717
3.237547168,2.688349984
3.239792043,2.689046456
3.242038474,2.689741134
3.244286463,2.69043402
3.24653601,2.691125115
3.248787118,2.69181442
3.251039786,2.692501937
3.253294016,2.693187667
3.255549809,2.693871613
3.257807167,2.694553778
3.260066089,2.695234164
3.262326578,2.695912774
3.264588635,2.696589611
3.26685226,2.697264679
3.269117454,2.697937982
3.271384219,2.698609523
3.273652556,2.699279306
3.275922465,2.699947336
3.278193949,2.700613618
3.280467008,2.701278157
3.282741642,2.701940958
3.285017854,2.702602025
3.287295644,2.703261366
3.289575014,2.703918985
3.291855964,2.70457489
3.294138496,2.705229086
3.29642261,2.705881579
3.298708308,2.706532378
3.300995591,2.707181488
3.30328446,2.707828918
3.305574916,2.708474675
3.30786696,2.709118766
3.310160594,2.7097612
3.312455818,2.710401985
3.314752633,2.711041129
3.317051041,2.711678642
3.319351042,2.712314532
3.321652639,2.712948808
3.323955831,2.71358148
3.32626062,2.714212557
3.328567008,2.714842049
3.330874995,2.715469966
3.333184581,2.716096319
3.33549577,2.716721118
3.337808561,2.717344374
3.340122955,2.717966096
3.342438955,2.718586298
3.34475656,2.719204989
3.347075772,2.719822182
3.349396593,2.720437888
3.351719022,2.721052118
3.354043062,2.721664886
3.356368714,2.722276203
3.358695978,2.722886082
3.361024855,2.723494535
3.363355348,2.724101576
3.365687456,2.724707216
3.368021182,2.72531147
3.370356525,2.725914351
3.372693488,2.726515873
3.375032072,2.727116048
3.377372277,2.727714891
3.379714104,2.728312416
3.382057556,2.728908638
3.384402632,2.729503569
3.386749334,2.730097226
3.389097664,2.730689622
3.391447622,2.731280773
3.393799209,2.731870693
3.396152427,2.732459398
3.398507276,2.733046902
3.400863759,2.733633221
3.403221875,2.73421837
3.405581626,2.734802366
3.407943014,2.735385224
3.410306039,2.735966959
3.412670702,2.736547588
3.415037005,2.737127126
3.417404949,2.73770559
3.419774535,2.738282997
3.422145764,2.738859362
3.424518637,2.739434702
3.426893155,2.740009034
3.42926932,2.740582374
3.431647132,2.74115474
3.434026593,2.741726147
3.436407704,2.742296613
3.438790466,2.742866155
3.44117488,2.74343479
3.443560948,2.744002536
3.44594867,2.744569408
3.448338048,2.745135425
3.450729082,2.745700604
3.453121774,2.746264962
3.455516126,2.746828517
3.457912137,2.747391286
3.46030981,2.747953286
3.462709145,2.748514536
3.465110145,2.749075052
3.467512808,2.749634853
3.469917138,2.750193956
3.472323135,2.750752378
3.474730801,2.751310137
3.477140136,2.751867252
3.479551141,2.752423739
3.481963818,2.752979616
3.484378168,2.753534901
3.486794192,2.754089612
3.489211892,2.754643766
3.491631267,2.755197381
3.494052321,2.755750474
3.496475053,2.756303064
3.498899465,2.756855167
3.501325558,2.757406802
3.503753333,2.757957985
3.506182792,2.758508735
3.508613935,2.759059068
3.511046764,2.759609002
3.51348128,2.760158555
3.515917483,2.760707744
3.518355377,2.761256585
3.52079496,2.761805097
3.523236235,2.762353296
3.525679203,2.762901199
3.528123865,2.763448823
3.530570222,2.763996186
3.533018275,2.764543304
3.535468025,2.765090193
3.537919475,2.76563687
3.540372624,2.766183353
3.542827474,2.766729656
3.545284026,2.767275798
3.547742281,2.767821793
3.550202241,2.768367658
3.552663907,2.768913409
3.55512728,2.769459063
3.55759236,2.770004634
3.56005915,2.770550138
3.562527651,2.771095592
3.564997863,2.77164101
3.567469787,2.772186408
3.569943426,2.7727318
3.57241878,2.773277203
3.574895851,2.77382263
3.577374639,2.774368098
3.579855145,2.774913619
3.582337372,2.775459209
3.58482132,2.776004881
3.58730699,2.776550651
3.589794384,2.777096532
3.592283502,2.777642538
3.594774346,2.778188683
3.597266918,2.778734979
3.599761218,2.779281441
3.602257247,2.779828081
3.604755007,2.780374913
3.607254499,2.78092195
3.609755724,2.781469203
3.612258683,2.782016685
3.614763378,2.78256441
3.61726981,2.783112388
3.619777979,2.783660631
3.622287888,2.784209153
3.624799537,2.784757963
3.627312928,2.785307073
3.629828061,2.785856494
3.632344938,2.786406238
3.634863561,2.786956315
3.637383929,2.787506735
3.639906046,2.788057509
3.642429911,2.788608647
3.644955526,2.789160159
3.647482893,2.789712055
3.650012012,2.790264343
3.652542884,2.790817034
3.655075512,2.791370137
3.657609895,2.79192366
3.660146036,2.792477612
3.662683935,2.793032002
3.665223594,2.793586837
3.667765015,2.794142126
3.670308197,2.794697877
3.672853143,2.795254097
3.675399853,2.795810793
3.677948329,2.796367973
3.680498572,2.796925644
3.683050584,2.797483813
3.685604365,2.798042485
3.688159917,2.798601668
3.690717241,2.799161367
3.693276338,2.799721588
3.695837209,2.800282337
3.698399856,2.80084362
3.70096428,2.801405441
3.703530483,2.801967805
3.706098464,2.802530718
3.708668227,2.803094184
3.711239771,2.803658207
3.713813098,2.804222792
3.716388209,2.804787942
3.718965106,2.80535366
3.72154379,2.805919952
3.724124262,2.806486819
3.726706523,2.807054266
3.729290574,2.807622294
3.731876418,2.808190906
3.734464054,2.808760106
3.737053485,2.809329895
3.739644711,2.809900275
3.742237733,2.810471249
3.744832554,2.811042817
3.747429174,2.811614981
3.750027594,2.812187744
3.752627817,2.812761104
3.755229842,2.813335065
3.757833671,2.813909625
3.760439306,2.814484786
3.763046747,2.815060548
3.765655997,2.815636912
3.768267055,2.816213876
3.770879924,2.816791441
3.773494605,2.817369607
3.776111099,2.817948372
3.778729407,2.818527737
3.781349531,2.8191077
3.783971471,2.819688259
3.78659523,2.820269415
3.789220807,2.820851164
3.791848205,2.821433507
3.794477425,2.82201644
3.797108468,2.822599963
3.799741336,2.823184072
3.802376029,2.823768766
3.805012549,2.824354043
3.807650897,2.8249399
3.810291074,2.825526333
3.812933082,2.826113342
3.815576922,2.826700922
3.818222595,2.82728907
3.820870103,2.827877784
3.823519446,2.82846706
3.826170627,2.829056894
3.828823646,2.829647284
3.831478504,2.830238225
3.834135203,2.830829713
3.836793744,2.831421746
3.839454129,2.832014318
3.842116358,2.832607426
3.844780434,2.833201066
3.847446356,2.833795233
3.850114127,2.834389923
3.852783748,2.834985131
3.85545522,2.835580854
3.858128545,2.836177086
3.860803722,2.836773822
3.863480755,2.837371059
3.866159644,2.83796879
3.868840391,2.838567012
3.871522997,2.839165719
3.874207462,2.839764907
3.876893789,2.840364569
3.879581978,2.840964702
3.882272032,2.8415653
3.884963951,2.842166358
3.887657736,2.84276787
3.890353389,2.843369831
3.893050911,2.843972237
3.895750304,2.844575081
3.898451569,2.845178358
3.901154706,2.845782063
3.903859718,2.846386192
3.906566605,2.846990737
3.909275369,2.847595694
3.911986012,2.848201057
3.914698534,2.848806822
3.917412937,2.849412982
3.920129222,2.850019533
3.92284739,2.850626468
3.925567444,2.851233783
3.928289383,2.851841472
3.931013209,2.85244953
3.933738925,2.853057952
3.93646653,2.853666732
3.939196026,2.854275865
3.941927416,2.854885347
3.944660699,2.855495171
3.947395877,2.856105333
3.950132952,2.856715828
3.952871924,2.857326651
3.955612796,2.857937796
3.958355569,2.85854926
3.961100243,2.859161036
3.96384682,2.859773122
3.966595302,2.860385511
3.969345689,2.860998199
3.972097984,2.861611182
3.974852187,2.862224456
3.977608299,2.862838015
3.980366323,2.863451857
3.983126259,2.864065976
3.985888109,2.864680368
3.988651874,2.86529503
3.991417555,2.865909958
3.994185154,2.866525148
3.996954672,2.867140596
3.99972611,2.8677563
4.00249947,2.868372254
4.005274753,2.868988457
4.00805196,2.869604905
4.010831093,2.870221594
4.013612153,2.870838523
4.016395141,2.871455688
4.01918006,2.872073086
4.021966909,2.872690716
4.02475569,2.873308574
4.027546405,2.873926658
4.030339055,2.874544967
4.033133642,2.875163498
4.035930166,2.87578225
4.03872863,2.87640122
4.041529033,2.877020408
4.044331379,2.877639812
4.047135668,2.878259431
4.049941901,2.878879263
4.05275008,2.879499309
4.055560206,2.880119566
4.05837228,2.880740035
4.061186305,2.881360716
4.06400228,2.881981607
4.066820209,2.88260271
4.069640091,2.883224024
4.072461928,2.883845549
4.075285722,2.884467287
4.078111474,2.885089237
4.080939186,2.8857114
4.083768858,2.886333779
4.086600492,2.886956372
4.089434089,2.887579184
4.092269652,2.888202214
4.09510718,2.888825464
4.097946676,2.889448937
4.100788141,2.890072635
4.103631576,2.89069656
4.106476983,2.891320715
4.109324362,2.891945102
4.112173716,2.892569724
4.115025046,2.893194584
4.117878353,2.893819687
4.120733638,2.894445034
4.123590903,2.895070631
4.126450149,2.89569648
4.129311378,2.896322586
4.132174591,2.896948954
4.135039789,2.897575587
4.137906974,2.898202491
4.140776147,2.89882967
4.143647309,2.899457129
4.146520462,2.900084874
4.149395607,2.900712911
4.152272746,2.901341244
4.15515188,2.901969881
4.15803301,2.902598826
4.160916138,2.903228086
4.163801265,2.903857668
4.166688393,2.904487578
4.169577522,2.905117824
4.172468655,2.905748412
4.175361793,2.906379349
4.178256936,2.907010643
4.181154087,2.907642302
4.184053247,2.908274334
4.186954417,2.908906746
4.189857599,2.909539547
4.192762793,2.910172745
4.195670003,2.910806349
4.198579228,2.911440367
4.20149047,2.912074809
4.204403731,2.912709683
4.207319011,2.913345
4.210236314,2.913980768
4.213155639,2.914616997
4.216076988,2.915253698
4.219000363,2.915890879
4.221925765,2.916528552
4.224853195,2.917166727
4.227782656,2.917805414
4.230714147,2.918444624
4.233647671,2.919084368
4.236583229,2.919724657
4.239520823,2.920365502
4.242460454,2.921006915
4.245402123,2.921648907
4.248345831,2.922291489
4.251291581,2.922934675
4.254239373,2.923578475
4.257189209,2.924222901
4.260141091,2.924867967
4.263095019,2.925513684
4.266050996,2.926160065
4.269009022,2.926807123
4.2719691,2.92745487
4.27493123,2.928103319
4.277895413,2.928752484
4.280861652,2.929402378
4.283829948,2.930053013
4.286800302,2.930704404
4.289772716,2.931356564
4.29274719,2.932009506
4.295723727,2.932663244
4.298702328,2.933317792
4.301682995,2.933973164
4.304665728,2.934629374
4.307650529,2.935286437
4.3106374,2.935944365
4.313626342,2.936603174
4.316617356,2.937262878
4.319610445,2.937923492
4.322605608,2.938585029
4.325602849,2.939247504
4.328602168,2.939910933
4.331603566,2.940575329
4.334607046,2.941240707
4.337612608,2.941907083
4.340620254,2.94257447
4.343629986,2.943242885
4.346641804,2.943912341
4.349655711,2.944582853
4.352671708,2.945254438
4.355689796,2.945927108
4.358709977,2.94660088
4.361732251,2.947275769
4.364756622,2.947951789
4.367783089,2.948628956
4.370811655,2.949307283
4.373842321,2.949986788
4.376875089,2.950667483
4.379909959,2.951349385
4.382946934,2.952032509
4.385986014,2.952716868
4.389027202,2.953402478
4.392070498,2.954089354
4.395115905,2.954777511
4.398163423,2.955466963
4.401213055,2.956157725
4.404264801,2.956849811
4.407318663,2.957543237
