Period (days),Log of Amplitude
2.260906314,2.272559193
2.262473998,2.27345674
2.264042769,2.274349365
2.265612628,2.275237097
2.267183575,2.276119963
2.268755612,2.276997991
2.270328739,2.27787121
2.271902956,2.278739648
2.273478265,2.279603333
2.275054666,2.280462294
2.276632161,2.281316559
2.278210749,2.282166156
2.279790432,2.283011116
2.28137121,2.283851465
2.282953084,2.284687233
2.284536055,2.285518449
2.286120124,2.286345142
2.287705291,2.287167341
2.289291557,2.287985074
2.290878923,2.288798372
2.29246739,2.289607262
2.294056958,2.290411776
2.295647628,2.291211941
2.297239401,2.292007787
2.298832278,2.292799344
2.30042626,2.29358664
2.302021347,2.294369707
2.303617539,2.295148573
2.305214839,2.295923267
2.306813246,2.29669382
2.308412761,2.297460261
2.310013386,2.29822262
2.31161512,2.298980927
2.313217965,2.299735211
2.314821921,2.300485503
2.31642699,2.301231832
2.318033171,2.301974229
2.319640467,2.302712722
2.321248876,2.303447343
2.322858401,2.304178121
2.324469042,2.304905087
2.3260808,2.305628269
2.327693675,2.306347699
2.329307668,2.307063407
2.330922781,2.307775422
2.332539014,2.308483775
2.334156367,2.309188496
2.335774842,2.309889615
2.337394439,2.310587162
2.339015159,2.311281168
2.340637003,2.311971661
2.342259971,2.312658674
2.343884065,2.313342236
2.345509285,2.314022376
2.347135631,2.314699126
2.348763106,2.315372515
2.350391709,2.316042574
2.352021441,2.316709332
2.353652303,2.31737282
2.355284296,2.318033067
2.356917421,2.318690105
2.358551678,2.319343963
2.360187068,2.319994671
2.361823592,2.320642259
2.363461251,2.321286757
2.365100045,2.321928195
2.366739976,2.322566603
2.368381044,2.323202011
2.370023249,2.323834449
2.371666594,2.324463947
2.373311078,2.325090534
2.374956702,2.325714241
2.376603467,2.326335096
2.378251374,2.326953131
2.379900424,2.327568374
2.381550617,2.328180855
2.383201954,2.328790603
2.384854437,2.329397649
2.386508065,2.330002021
2.388162839,2.330603749
2.389818762,2.331202862
2.391475832,2.33179939
2.393134051,2.332393362
2.39479342,2.332984807
2.39645394,2.333573753
2.398115611,2.334160231
2.399778435,2.33474427
2.401442411,2.335325897
2.403107541,2.335905142
2.404773826,2.336482033
2.406441266,2.3370566
2.408109862,2.337628871
2.409779615,2.338198874
2.411450526,2.338766638
2.413122596,2.339332191
2.414795825,2.339895562
2.416470214,2.340456779
2.418145764,2.341015869
2.419822476,2.341572862
2.42150035,2.342127784
2.423179388,2.342680664
2.424859591,2.343231529
2.426540958,2.343780407
2.428223491,2.344327326
2.429907191,2.344872313
2.431592058,2.345415395
2.433278093,2.3459566
2.434965298,2.346495955
2.436653672,2.347033487
2.438343217,2.347569223
2.440033934,2.348103189
2.441725823,2.348635413
2.443418885,2.349165921
2.445113121,2.349694739
2.446808532,2.350221894
2.448505118,2.350747413
2.450202881,2.35127132
2.451901821,2.351793644
2.453601939,2.352314408
2.455303236,2.35283364
2.457005712,2.353351364
2.458709369,2.353867607
2.460414207,2.354382394
2.462120228,2.354895749
2.463827431,2.355407699
2.465535818,2.355918269
2.46724539,2.356427482
2.468956147,2.356935365
2.47066809,2.357441941
2.47238122,2.357947236
2.474095538,2.358451273
2.475811045,2.358954078
2.477527741,2.359455673
2.479245628,2.359956083
2.480964706,2.360455333
2.482684976,2.360953445
2.484406438,2.361450443
2.486129095,2.361946351
2.487852945,2.362441191
2.489577991,2.362934988
2.491304234,2.363427764
2.493031673,2.363919542
2.49476031,2.364410345
2.496490145,2.364900195
2.49822118,2.365389114
2.499953415,2.365877126
2.501686852,2.366364252
2.50342149,2.366850513
2.505157331,2.367335933
2.506894376,2.367820532
2.508632625,2.368304333
2.510372079,2.368787356
2.51211274,2.369269623
2.513854607,2.369751155
2.515597683,2.370231972
2.517341966,2.370712096
2.51908746,2.371191548
2.520834164,2.371670347
2.522582078,2.372148514
2.524331205,2.372626069
2.526081545,2.373103032
2.527833098,2.373579423
2.529585866,2.374055262
2.531339849,2.374530568
2.533095048,2.375005361
2.534851465,2.375479659
2.536609099,2.375953482
2.538367952,2.376426849
2.540128024,2.376899779
2.541889317,2.377372289
2.543651831,2.377844399
2.545415568,2.378316127
2.547180527,2.378787491
2.54894671,2.379258508
2.550714118,2.379729197
2.552482751,2.380199575
2.55425261,2.38066966
2.556023697,2.381139469
2.557796012,2.381609019
2.559569556,2.382078327
2.561344329,2.382547409
2.563120333,2.383016284
2.564897569,2.383484966
2.566676036,2.383953473
2.568455737,2.38442182
2.570236672,2.384890024
2.572018842,2.385358101
2.573802248,2.385826065
2.57558689,2.386293933
2.57737277,2.38676172
2.579159888,2.387229442
2.580948245,2.387697112
2.582737842,2.388164747
2.58452868,2.388632361
2.58632076,2.389099968
2.588114082,2.389567583
2.589908648,2.39003522
2.591704458,2.390502893
2.593501514,2.390970616
2.595299815,2.391438403
2.597099363,2.391906268
2.59890016,2.392374224
2.600702204,2.392842284
2.602505499,2.393310461
2.604310043,2.393778768
2.606115839,2.394247219
2.607922887,2.394715825
2.609731188,2.395184599
2.611540743,2.395653555
2.613351553,2.396122703
2.615163618,2.396592055
2.61697694,2.397061625
2.618791519,2.397531422
2.620607356,2.39800146
2.622424452,2.398471749
2.624242808,2.3989423
2.626062425,2.399413125
2.627883304,2.399884235
2.629705446,2.400355639
2.63152885,2.40082735
2.633353519,2.401299377
2.635179454,2.401771731
2.637006654,2.402244421
2.638835122,2.402717459
2.640664857,2.403190853
2.642495861,2.403664613
2.644328134,2.404138749
2.646161678,2.404613271
2.647996493,2.405088187
2.649832581,2.405563506
2.651669942,2.406039238
2.653508576,2.406515392
2.655348486,2.406991975
2.657189671,2.407468997
2.659032133,2.407946465
2.660875873,2.408424388
2.662720891,2.408902775
2.664567188,2.409381632
2.666414766,2.409860967
2.668263624,2.410340789
2.670113765,2.410821104
2.671965188,2.41130192
2.673817895,2.411783244
2.675671887,2.412265083
2.677527164,2.412747444
2.679383728,2.413230333
2.681241579,2.413713757
2.683100719,2.414197723
2.684961147,2.414682237
2.686822865,2.415167304
2.688685875,2.415652932
2.690550176,2.416139125
2.692415769,2.416625889
2.694282657,2.417113231
2.696150839,2.417601154
2.698020316,2.418089666
2.699891089,2.41857877
2.70176316,2.419068471
2.703636529,2.419558776
2.705511196,2.420049687
2.707387164,2.420541211
2.709264432,2.42103335
2.711143002,2.42152611
2.713022875,2.422019495
2.714904051,2.422513508
2.716786531,2.423008154
2.718670317,2.423503436
2.720555409,2.423999358
2.722441808,2.424495923
2.724329515,2.424993135
2.726218531,2.425490997
2.728108857,2.425989511
2.730000493,2.426488682
2.731893441,2.42698851
2.733787702,2.427489
2.735683276,2.427990154
2.737580164,2.428491974
2.739478368,2.428994462
2.741377888,2.42949762
2.743278725,2.430001451
2.74518088,2.430505956
2.747084354,2.431011137
2.748989148,2.431516995
2.750895263,2.432023532
2.752802699,2.43253075
2.754711458,2.433038649
2.75662154,2.433547231
2.758532947,2.434056497
2.760445679,2.434566446
2.762359738,2.435077081
2.764275123,2.435588401
2.766191837,2.436100407
2.76810988,2.4366131
2.770029252,2.437126479
2.771949956,2.437640545
2.773871991,2.438155297
2.775795359,2.438670735
2.777720061,2.439186859
2.779646097,2.439703669
2.781573469,2.440221164
2.783502177,2.440739343
2.785432223,2.441258205
2.787363607,2.44177775
2.78929633,2.442297977
2.791230393,2.442818884
2.793165797,2.44334047
2.795102543,2.443862734
2.797040632,2.444385674
2.798980065,2.444909288
2.800920843,2.445433575
2.802862966,2.445958534
2.804806436,2.446484161
2.806751254,2.447010455
2.80869742,2.447537413
2.810644935,2.448065034
2.812593801,2.448593315
2.814544019,2.449122254
2.816495588,2.449651847
2.818448511,2.450182092
2.820402788,2.450712986
2.82235842,2.451244527
2.824315408,2.45177671
2.826273752,2.452309534
2.828233455,2.452842994
2.830194517,2.453377087
2.832156938,2.45391181
2.83412072,2.454447159
2.836085864,2.45498313
2.838052371,2.45551972
2.84002024,2.456056925
2.841989475,2.456594741
2.843960075,2.457133163
2.845932041,2.457672187
2.847905375,2.45821181
2.849880076,2.458752026
2.851856148,2.459292832
2.853833589,2.459834222
2.855812401,2.460376193
2.857792586,2.460918738
2.859774143,2.461461854
2.861757075,2.462005535
2.863741381,2.462549777
2.865727064,2.463094574
2.867714123,2.463639921
2.86970256,2.464185813
2.871692376,2.464732245
2.873683571,2.46527921
2.875676147,2.465826704
2.877670105,2.466374721
2.879665446,2.466923255
2.88166217,2.4674723
2.883660278,2.468021851
2.885659772,2.468571901
2.887660652,2.469122445
2.88966292,2.469673477
2.891666576,2.47022499
2.893671621,2.470776979
2.895678057,2.471329436
2.897685884,2.471882356
2.899695103,2.472435732
2.901705715,2.472989558
2.903717721,2.473543827
2.905731123,2.474098533
2.90774592,2.474653668
2.909762115,2.475209227
2.911779707,2.475765203
2.913798699,2.476321588
2.915819091,2.476878375
2.917840883,2.477435559
2.919864077,2.477993131
2.921888674,2.478551085
2.923914675,2.479109414
2.925942081,2.47966811
2.927970893,2.480227167
2.930001111,2.480786577
2.932032737,2.481346333
2.934065772,2.481906428
2.936100216,2.482466853
2.938136071,2.483027603
2.940173338,2.483588669
2.942212017,2.484150044
2.94425211,2.484711721
2.946293618,2.485273692
2.948336541,2.485835949
2.95038088,2.486398486
2.952426637,2.486961294
2.954473813,2.487524365
2.956522408,2.488087693
2.958572424,2.488651269
2.960623861,2.489215086
2.96267672,2.489779136
2.964731003,2.490343412
2.96678671,2.490907905
2.968843843,2.491472608
2.970902402,2.492037514
2.972962389,2.492602614
2.975023804,2.493167901
2.977086648,2.493733367
2.979150922,2.494299004
2.981216628,2.494864805
2.983283766,2.495430762
2.985352338,2.495996867
2.987422344,2.496563112
2.989493785,2.49712949
2.991566663,2.497695993
2.993640977,2.498262613
2.995716731,2.498829343
2.997793923,2.499396174
2.999872556,2.4999631
3.00195263,2.500530112
3.004034146,2.501097204
3.006117106,2.501664366
3.00820151,2.502231593
3.010287359,2.502798876
3.012374654,2.503366207
3.014463397,2.50393358
3.016553588,2.504500987
3.018645229,2.50506842
3.020738319,2.505635873
3.022832862,2.506203337
3.024928856,2.506770806
3.027026304,2.507338272
3.029125206,2.507905728
3.031225563,2.508473166
3.033327377,2.509040581
3.035430648,2.509607965
3.037535378,2.51017531
3.039641567,2.51074261
3.041749216,2.511309858
3.043858327,2.511877047
3.0459689,2.51244417
3.048080937,2.513011222
3.050194438,2.513578194
3.052309404,2.51414508
3.054425837,2.514711875
3.056543738,2.51527857
3.058663107,2.515845161
3.060783946,2.516411641
3.062906255,2.516978004
3.065030036,2.517544243
3.067155289,2.518110352
3.069282016,2.518676326
3.071410218,2.519242159
3.073539895,2.519807844
3.075671049,2.520373376
3.077803681,2.52093875
3.079937791,2.52150396
3.082073382,2.522069
3.084210453,2.522633865
3.086349006,2.52319855
3.088489041,2.523763049
3.090630561,2.524327359
3.092773565,2.524891473
3.094918056,2.525455386
3.097064033,2.526019095
3.099211499,2.526582594
3.101360453,2.527145879
3.103510897,2.527708946
3.105662833,2.528271789
3.107816261,2.528834405
3.109971181,2.529396791
3.112127596,2.529958941
3.114285507,2.530520852
3.116444913,2.53108252
3.118605817,2.531643941
3.120768219,2.532205113
3.122932121,2.532766032
3.125097523,2.533326694
3.127264426,2.533887096
3.129432832,2.534447236
3.131602742,2.535007109
3.133774156,2.535566715
3.135947075,2.53612605
3.138121502,2.536685111
3.140297436,2.537243896
3.142474879,2.537802404
3.144653831,2.538360631
3.146834295,2.538918576
3.14901627,2.539476238
3.151199759,2.540033613
3.153384761,2.540590702
3.155571279,2.541147502
3.157759312,2.541704013
3.159948863,2.542260232
3.162139932,2.54281616
3.16433252,2.543371796
3.166526629,2.543927137
3.168722258,2.544482186
3.170919411,2.545036939
3.173118087,2.545591399
3.175318287,2.546145564
3.177520013,2.546699434
3.179723265,2.54725301
3.181928046,2.547806292
3.184134355,2.548359281
3.186342193,2.548911977
3.188551563,2.549464381
3.190762465,2.550016495
3.192974899,2.550568318
3.195188868,2.551119853
3.197404372,2.5516711
3.199621412,2.552222062
3.20183999,2.55277274
3.204060105,2.553323137
3.20628176,2.553873253
3.208504956,2.554423092
3.210729693,2.554972655
3.212955973,2.555521946
3.215183796,2.556070966
3.217413164,2.556619719
3.219644078,2.557168208
3.221876539,2.557716435
3.224110548,2.558264405
3.226346106,2.55881212
3.228583214,2.559359584
3.230821873,2.559906801
3.233062084,2.560453774
3.235303849,2.561000509
3.237547168,2.561547008
3.239792043,2.562093277
3.242038474,2.56263932
3.244286463,2.563185142
3.24653601,2.563730747
3.248787118,2.56427614
3.251039786,2.564821327
3.253294016,2.565366312
3.255549809,2.565911102
3.257807167,2.566455702
3.260066089,2.567000117
3.262326578,2.567544354
3.264588635,2.568088418
3.26685226,2.568632316
3.269117454,2.569176054
3.271384219,2.569719638
3.273652556,2.570263076
3.275922465,2.570806373
3.278193949,2.571349536
3.280467008,2.571892574
3.282741642,2.572435492
3.285017854,2.572978298
3.287295644,2.573521
3.289575014,2.574063605
3.291855964,2.574606121
3.294138496,2.575148556
3.29642261,2.575690917
3.298708308,2.576233214
3.300995591,2.576775453
3.30328446,2.577317644
3.305574916,2.577859794
3.30786696,2.578401913
3.310160594,2.578944009
3.312455818,2.579486092
3.314752633,2.580028169
3.317051041,2.58057025
3.319351042,2.581112345
3.321652639,2.581654462
3.323955831,2.582196612
3.32626062,2.582738803
3.328567008,2.583281045
3.330874995,2.583823348
3.333184581,2.584365722
3.33549577,2.584908177
3.337808561,2.585450723
3.340122955,2.58599337
3.342438955,2.586536128
3.34475656,2.587079007
3.347075772,2.587622019
3.349396593,2.588165173
3.351719022,2.58870848
3.354043062,2.589251951
3.356368714,2.589795596
3.358695978,2.590339427
3.361024855,2.590883455
3.363355348,2.591427689
3.365687456,2.591972142
3.368021182,2.592516825
3.370356525,2.593061748
3.372693488,2.593606924
3.375032072,2.594152362
3.377372277,2.594698076
3.379714104,2.595244075
3.382057556,2.595790373
3.384402632,2.596336979
3.386749334,2.596883906
3.389097664,2.597431166
3.391447622,2.59797877
3.393799209,2.59852673
3.396152427,2.599075057
3.398507276,2.599623764
3.400863759,2.600172862
3.403221875,2.600722363
3.405581626,2.601272279
3.407943014,2.601822622
3.410306039,2.602373404
3.412670702,2.602924636
3.415037005,2.603476331
3.417404949,2.604028501
3.419774535,2.604581157
3.422145764,2.605134312
3.424518637,2.605687978
3.426893155,2.606242165
3.42926932,2.606796888
3.431647132,2.607352157
3.434026593,2.607907984
3.436407704,2.608464381
3.438790466,2.609021361
3.44117488,2.609578935
3.443560948,2.610137115
3.44594867,2.610695913
3.448338048,2.61125534
3.450729082,2.611815409
3.453121774,2.612376131
3.455516126,2.612937518
3.457912137,2.613499582
3.46030981,2.614062333
3.462709145,2.614625785
3.465110145,2.615189948
3.467512808,2.615754834
3.469917138,2.616320454
3.472323135,2.616886819
3.474730801,2.617453942
3.477140136,2.618021832
3.479551141,2.618590502
3.481963818,2.619159962
3.484378168,2.619730224
3.486794192,2.620301298
3.489211892,2.620873195
3.491631267,2.621445926
3.494052321,2.622019501
3.496475053,2.622593932
3.498899465,2.623169229
3.501325558,2.623745402
3.503753333,2.624322461
3.506182792,2.624900417
3.508613935,2.625479279
3.511046764,2.626059059
3.51348128,2.626639765
3.515917483,2.627221408
3.518355377,2.627803997
3.52079496,2.628387541
3.523236235,2.628972051
3.525679203,2.629557535
3.528123865,2.630144002
3.530570222,2.630731462
3.533018275,2.631319924
3.535468025,2.631909397
3.537919475,2.632499888
3.540372624,2.633091407
3.542827474,2.633683962
3.545284026,2.634277561
3.547742281,2.634872212
3.550202241,2.635467924
3.552663907,2.636064703
3.55512728,2.636662559
3.55759236,2.637261498
3.56005915,2.637861527
3.562527651,2.638462654
3.564997863,2.639064886
3.567469787,2.63966823
3.569943426,2.640272692
3.57241878,2.640878279
3.574895851,2.641484997
3.577374639,2.642092853
3.579855145,2.642701852
3.582337372,2.643312002
3.58482132,2.643923306
3.58730699,2.644535771
3.589794384,2.645149402
3.592283502,2.645764205
3.594774346,2.646380184
3.597266918,2.646997344
3.599761218,2.64761569
3.602257247,2.648235226
3.604755007,2.648855957
3.607254499,2.649477887
3.609755724,2.650101019
3.612258683,2.650725357
3.614763378,2.651350906
3.61726981,2.651977668
3.619777979,2.652605646
3.622287888,2.653234844
3.624799537,2.653865264
3.627312928,2.654496909
3.629828061,2.655129781
3.632344938,2.655763883
3.634863561,2.656399217
3.637383929,2.657035784
3.639906046,2.657673587
3.642429911,2.658312626
3.644955526,2.658952903
3.647482893,2.659594419
3.650012012,2.660237175
3.652542884,2.660881172
3.655075512,2.661526411
3.657609895,2.66217289
3.660146036,2.662820612
3.662683935,2.663469576
3.665223594,2.66411978
3.667765015,2.664771226
3.670308197,2.665423913
3.672853143,2.666077839
3.675399853,2.666733005
3.677948329,2.667389407
3.680498572,2.668047046
3.683050584,2.66870592
3.685604365,2.669366027
3.688159917,2.670027365
3.690717241,2.670689933
3.693276338,2.671353727
3.695837209,2.672018746
3.698399856,2.672684986
3.70096428,2.673352446
3.703530483,2.674021122
3.706098464,2.674691011
3.708668227,2.675362109
3.711239771,2.676034415
3.713813098,2.676707922
3.716388209,2.677382629
3.718965106,2.678058531
3.72154379,2.678735623
3.724124262,2.679413902
3.726706523,2.680093363
3.729290574,2.680774002
3.731876418,2.681455813
3.734464054,2.682138793
3.737053485,2.682822935
3.739644711,2.683508235
3.742237733,2.684194687
3.744832554,2.684882285
3.747429174,2.685571026
3.750027594,2.686260901
3.752627817,2.686951906
3.755229842,2.687644034
3.757833671,2.68833728
3.760439306,2.689031637
3.763046747,2.689727098
3.765655997,2.690423657
3.768267055,2.691121308
3.770879924,2.691820043
3.773494605,2.692519856
3.776111099,2.693220739
3.778729407,2.693922686
3.781349531,2.694625689
3.783971471,2.695329741
3.78659523,2.696034834
3.789220807,2.696740961
3.791848205,2.697448115
3.794477425,2.698156287
3.797108468,2.698865469
3.799741336,2.699575655
3.802376029,2.700286835
3.805012549,2.700999002
3.807650897,2.701712148
3.810291074,2.702426264
3.812933082,2.703141342
3.815576922,2.703857374
3.818222595,2.704574351
3.820870103,2.705292265
3.823519446,2.706011107
3.826170627,2.706730869
3.828823646,2.707451542
3.831478504,2.708173117
3.834135203,2.708895586
3.836793744,2.70961894
3.839454129,2.710343169
3.842116358,2.711068266
3.844780434,2.711794221
3.847446356,2.712521025
3.850114127,2.71324867
3.852783748,2.713977146
3.85545522,2.714706444
3.858128545,2.715436557
3.860803722,2.716167473
3.863480755,2.716899185
3.866159644,2.717631684
3.868840391,2.71836496
3.871522997,2.719099004
3.874207462,2.719833808
3.876893789,2.720569363
3.879581978,2.721305659
3.882272032,2.722042687
3.884963951,2.72278044
3.887657736,2.723518906
3.890353389,2.724258079
3.893050911,2.724997949
3.895750304,2.725738507
3.898451569,2.726479744
3.901154706,2.727221652
3.903859718,2.727964222
3.906566605,2.728707445
3.909275369,2.729451312
3.911986012,2.730195816
3.914698534,2.730940947
3.917412937,2.731686698
3.920129222,2.732433059
3.92284739,2.733180023
3.925567444,2.733927581
3.928289383,2.734675725
3.931013209,2.735424447
3.933738925,2.736173739
3.93646653,2.736923593
3.939196026,2.737674001
3.941927416,2.738424955
3.944660699,2.739176448
3.947395877,2.739928472
3.950132952,2.74068102
3.952871924,2.741434084
3.955612796,2.742187657
3.958355569,2.742941731
3.961100243,2.7436963
3.96384682,2.744451357
3.966595302,2.745206895
3.969345689,2.745962906
3.972097984,2.746719385
3.974852187,2.747476325
3.977608299,2.748233719
3.980366323,2.748991561
3.983126259,2.749749845
3.985888109,2.750508565
3.988651874,2.751267715
3.991417555,2.752027289
3.994185154,2.752787282
3.996954672,2.753547687
3.99972611,2.754308501
4.00249947,2.755069716
4.005274753,2.75583133
4.00805196,2.756593335
4.010831093,2.757355728
4.013612153,2.758118504
4.016395141,2.758881658
4.01918006,2.759645187
4.021966909,2.760409085
4.02475569,2.761173349
4.027546405,2.761937974
4.030339055,2.762702958
4.033133642,2.763468296
4.035930166,2.764233985
4.03872863,2.765000021
4.041529033,2.765766402
4.044331379,2.766533125
4.047135668,2.767300186
4.049941901,2.768067584
4.05275008,2.768835315
4.055560206,2.769603377
4.05837228,2.770371768
4.061186305,2.771140487
4.06400228,2.771909531
4.066820209,2.772678898
4.069640091,2.773448587
4.072461928,2.774218597
4.075285722,2.774988927
4.078111474,2.775759575
4.080939186,2.776530541
4.083768858,2.777301824
4.086600492,2.778073423
4.089434089,2.778845339
4.092269652,2.77961757
4.09510718,2.780390118
4.097946676,2.781162982
4.100788141,2.781936162
4.103631576,2.78270966
4.106476983,2.783483475
4.109324362,2.784257608
4.112173716,2.785032061
4.115025046,2.785806835
4.117878353,2.786581931
4.120733638,2.78735735
4.123590903,2.788133095
4.126450149,2.788909166
4.129311378,2.789685566
4.132174591,2.790462297
4.135039789,2.791239362
4.137906974,2.792016762
4.140776147,2.792794501
4.143647309,2.793572581
4.146520462,2.794351005
4.149395607,2.795129776
4.152272746,2.795908897
4.15515188,2.796688372
4.15803301,2.797468204
4.160916138,2.798248397
4.163801265,2.799028954
4.166688393,2.79980988
4.169577522,2.800591179
4.172468655,2.801372855
4.175361793,2.802154912
4.178256936,2.802937354
4.181154087,2.803720187
4.184053247,2.804503415
4.186954417,2.805287043
4.189857599,2.806071077
4.192762793,2.80685552
4.195670003,2.807640379
4.198579228,2.808425658
4.20149047,2.809211364
4.204403731,2.809997502
4.207319011,2.810784078
4.210236314,2.811571097
4.213155639,2.812358566
4.216076988,2.81314649
4.219000363,2.813934876
4.221925765,2.814723729
4.224853195,2.815513057
4.227782656,2.816302866
4.230714147,2.817093162
4.233647671,2.817883952
4.236583229,2.818675243
4.239520823,2.81946704
4.242460454,2.820259353
4.245402123,2.821052186
4.248345831,2.821845547
4.251291581,2.822639444
4.254239373,2.823433883
4.257189209,2.824228872
4.260141091,2.825024418
4.263095019,2.825820528
4.266050996,2.82661721
4.269009022,2.827414471
4.2719691,2.828212319
4.27493123,2.82901076
4.277895413,2.829809803
4.280861652,2.830609456
4.283829948,2.831409725
4.286800302,2.832210619
4.289772716,2.833012145
4.29274719,2.833814311
4.295723727,2.834617124
4.298702328,2.835420593
4.301682995,2.836224725
4.304665728,2.837029528
4.307650529,2.837835009
4.3106374,2.838641177
4.313626342,2.839448038
4.316617356,2.840255602
4.319610445,2.841063875
4.322605608,2.841872865
4.325602849,2.84268258
4.328602168,2.843493028
4.331603566,2.844304216
4.334607046,2.845116151
4.337612608,2.845928842
4.340620254,2.846742296
4.343629986,2.84755652
4.346641804,2.848371522
4.349655711,2.849187308
4.352671708,2.850003888
4.355689796,2.850821267
4.358709977,2.851639452
4.361732251,2.852458452
4.364756622,2.853278273
4.367783089,2.854098922
4.370811655,2.854920406
4.373842321,2.855742732
4.376875089,2.856565906
4.379909959,2.857389935
4.382946934,2.858214826
4.385986014,2.859040585
4.389027202,2.859867218
4.392070498,2.860694733
4.395115905,2.861523133
4.398163423,2.862352427
4.401213055,2.86318262
4.404264801,2.864013717
4.407318663,2.864845724
4.410374642,2.865678647
4.413432741,2.866512491
4.41649296,2.867347261
4.4195553,2.868182962
4.422619765,2.8690196
4.425686354,2.869857179
4.428755069,2.870695704
4.431825912,2.87153518
4.434898885,2.87237561
4.437973988,2.873216999
4.441051224,2.874059351
4.444130593,2.87490267
4.447212097,2.875746959
4.450295739,2.876592223
4.453381518,2.877438464
4.456469437,2.878285685
