Period (days),Log of Amplitude
2.170310127,1.833294269
2.171814993,1.834571817
2.173320902,1.835843973
2.174827856,1.837110766
2.176335854,1.838372221
2.177844898,1.839628368
2.179354988,1.840879233
2.180866126,1.842124846
2.182378311,1.843365234
2.183891545,1.844600425
2.185405828,1.845830449
2.186921161,1.847055333
2.188437544,1.848275106
2.18995498,1.849489798
2.191473467,1.850699437
2.192993007,1.851904053
2.194513601,1.853103675
2.196035249,1.854298332
2.197557953,1.855488054
2.199081712,1.856672871
2.200606527,1.857852813
2.2021324,1.859027908
2.203659331,1.860198189
2.205187321,1.861363684
2.20671637,1.862524424
2.20824648,1.86368044
2.20977765,1.864831762
2.211309882,1.86597842
2.212843177,1.867120447
2.214377535,1.868257872
2.215912956,1.869390726
2.217449442,1.870519041
2.218986994,1.871642848
2.220525612,1.872762178
2.222065297,1.873877063
2.223606049,1.874987534
2.225147869,1.876093623
2.226690759,1.877195361
2.228234718,1.87829278
2.229779748,1.879385913
2.23132585,1.880474791
2.232873023,1.881559446
2.234421269,1.882639911
2.235970589,1.883716217
2.237520983,1.884788397
2.239072452,1.885856483
2.240624997,1.886920508
2.242178618,1.887980504
2.243733316,1.889036504
2.245289093,1.890088541
2.246845948,1.891136646
2.248403883,1.892180853
2.249962898,1.893221196
2.251522994,1.894257705
2.253084172,1.895290415
2.254646432,1.896319359
2.256209776,1.897344569
2.257774204,1.898366079
2.259339716,1.899383921
2.260906314,1.900398129
2.262473998,1.901408735
2.264042769,1.902415774
2.265612628,1.903419278
2.267183575,1.90441928
2.268755612,1.905415814
2.270328739,1.906408913
2.271902956,1.90739861
2.273478265,1.908384939
2.275054666,1.909367932
2.276632161,1.910347624
2.278210749,1.911324047
2.279790432,1.912297235
2.28137121,1.913267221
2.282953084,1.914234038
2.284536055,1.91519772
2.286120124,1.916158299
2.287705291,1.91711581
2.289291557,1.918070285
2.290878923,1.919021757
2.29246739,1.91997026
2.294056958,1.920915827
2.295647628,1.921858491
2.297239401,1.922798285
2.298832278,1.923735242
2.30042626,1.924669395
2.302021347,1.925600777
2.303617539,1.926529421
2.305214839,1.927455359
2.306813246,1.928378625
2.308412761,1.929299251
2.310013386,1.930217269
2.31161512,1.931132713
2.313217965,1.932045615
2.314821921,1.932956007
2.31642699,1.933863921
2.318033171,1.934769391
2.319640467,1.935672447
2.321248876,1.936573123
2.322858401,1.93747145
2.324469042,1.938367459
2.3260808,1.939261184
2.327693675,1.940152655
2.329307668,1.941041905
2.330922781,1.941928963
2.332539014,1.942813863
2.334156367,1.943696635
2.335774842,1.944577311
2.337394439,1.945455921
2.339015159,1.946332496
2.340637003,1.947207067
2.342259971,1.948079665
2.343884065,1.94895032
2.345509285,1.949819062
2.347135631,1.950685922
2.348763106,1.95155093
2.350391709,1.952414115
2.352021441,1.953275508
2.353652303,1.954135138
2.355284296,1.954993034
2.356917421,1.955849226
2.358551678,1.956703742
2.360187068,1.957556612
2.361823592,1.958407865
2.363461251,1.959257529
2.365100045,1.960105632
2.366739976,1.960952203
2.368381044,1.96179727
2.370023249,1.96264086
2.371666594,1.963483001
2.373311078,1.964323721
2.374956702,1.965163048
2.376603467,1.966001007
2.378251374,1.966837626
2.379900424,1.967672932
2.381550617,1.968506951
2.383201954,1.969339709
2.384854437,1.970171232
2.386508065,1.971001547
2.388162839,1.971830678
2.389818762,1.972658651
2.391475832,1.973485492
2.393134051,1.974311225
2.39479342,1.975135874
2.39645394,1.975959465
2.398115611,1.976782022
2.399778435,1.977603568
2.401442411,1.978424127
2.403107541,1.979243723
2.404773826,1.980062379
2.406441266,1.980880118
2.408109862,1.981696963
2.409779615,1.982512937
2.411450526,1.983328061
2.413122596,1.984142357
2.414795825,1.984955849
2.416470214,1.985768555
2.418145764,1.9865805
2.419822476,1.987391702
2.42150035,1.988202183
2.423179388,1.989011963
2.424859591,1.989821063
2.426540958,1.990629502
2.428223491,1.9914373
2.429907191,1.992244477
2.431592058,1.993051051
2.433278093,1.993857041
2.434965298,1.994662466
2.436653672,1.995467344
2.438343217,1.996271694
2.440033934,1.997075532
2.441725823,1.997878876
2.443418885,1.998681744
2.445113121,1.999484152
2.446808532,2.000286117
2.448505118,2.001087655
2.450202881,2.001888782
2.451901821,2.002689514
2.453601939,2.003489866
2.455303236,2.004289854
2.457005712,2.005089492
2.458709369,2.005888795
2.460414207,2.006687778
2.462120228,2.007486453
2.463827431,2.008284836
2.465535818,2.009082938
2.46724539,2.009880774
2.468956147,2.010678357
2.47066809,2.011475698
2.47238122,2.01227281
2.474095538,2.013069705
2.475811045,2.013866395
2.477527741,2.014662891
2.479245628,2.015459205
2.480964706,2.016255346
2.482684976,2.017051326
2.484406438,2.017847154
2.486129095,2.018642841
2.487852945,2.019438396
2.489577991,2.020233829
2.491304234,2.021029149
2.493031673,2.021824364
2.49476031,2.022619483
2.496490145,2.023414515
2.49822118,2.024209466
2.499953415,2.025004346
2.501686852,2.02579916
2.50342149,2.026593916
2.505157331,2.027388622
2.506894376,2.028183283
2.508632625,2.028977906
2.510372079,2.029772496
2.51211274,2.03056706
2.513854607,2.031361603
2.515597683,2.03215613
2.517341966,2.032950645
2.51908746,2.033745154
2.520834164,2.034539661
2.522582078,2.035334169
2.524331205,2.036128683
2.526081545,2.036923206
2.527833098,2.037717742
2.529585866,2.038512293
2.531339849,2.039306862
2.533095048,2.040101451
2.534851465,2.040896064
2.536609099,2.041690701
2.538367952,2.042485364
2.540128024,2.043280056
2.541889317,2.044074777
2.543651831,2.044869528
2.545415568,2.045664311
2.547180527,2.046459124
2.54894671,2.04725397
2.550714118,2.048048847
2.552482751,2.048843756
2.55425261,2.049638695
2.556023697,2.050433666
2.557796012,2.051228665
2.559569556,2.052023694
2.561344329,2.052818749
2.563120333,2.05361383
2.564897569,2.054408934
2.566676036,2.05520406
2.568455737,2.055999206
2.570236672,2.056794369
2.572018842,2.057589546
2.573802248,2.058384734
2.57558689,2.059179932
2.57737277,2.059975134
2.579159888,2.060770339
2.580948245,2.061565542
2.582737842,2.062360739
2.58452868,2.063155927
2.58632076,2.063951101
2.588114082,2.064746257
2.589908648,2.06554139
2.591704458,2.066336496
2.593501514,2.067131569
2.595299815,2.067926605
2.597099363,2.068721598
2.59890016,2.069516544
2.600702204,2.070311435
2.602505499,2.071106267
2.604310043,2.071901034
2.606115839,2.07269573
2.607922887,2.073490348
2.609731188,2.074284882
2.611540743,2.075079325
2.613351553,2.075873672
2.615163618,2.076667914
2.61697694,2.077462046
2.618791519,2.078256061
2.620607356,2.07904995
2.622424452,2.079843706
2.624242808,2.080637323
2.626062425,2.081430793
2.627883304,2.082224108
2.629705446,2.08301726
2.63152885,2.083810241
2.633353519,2.084603044
2.635179454,2.085395659
2.637006654,2.08618808
2.638835122,2.086980297
2.640664857,2.087772302
2.642495861,2.088564087
2.644328134,2.089355643
2.646161678,2.090146961
2.647996493,2.090938032
2.649832581,2.091728848
2.651669942,2.0925194
2.653508576,2.093309678
2.655348486,2.094099674
2.657189671,2.094889377
2.659032133,2.09567878
2.660875873,2.096467872
2.662720891,2.097256645
2.664567188,2.098045088
2.666414766,2.098833192
2.668263624,2.099620948
2.670113765,2.100408346
2.671965188,2.101195375
2.673817895,2.101982028
2.675671887,2.102768293
2.677527164,2.103554161
2.679383728,2.104339622
2.681241579,2.105124666
2.683100719,2.105909283
2.684961147,2.106693463
2.686822865,2.107477196
2.688685875,2.108260472
2.690550176,2.109043282
2.692415769,2.109825613
2.694282657,2.110607458
2.696150839,2.111388805
2.698020316,2.112169645
2.699891089,2.112949967
2.70176316,2.11372976
2.703636529,2.114509016
2.705511196,2.115287723
2.707387164,2.116065871
2.709264432,2.11684345
2.711143002,2.117620451
2.713022875,2.118396862
2.714904051,2.119172673
2.716786531,2.119947874
2.718670317,2.120722456
2.720555409,2.121496407
2.722441808,2.122269718
2.724329515,2.123042378
2.726218531,2.123814377
2.728108857,2.124585705
2.730000493,2.125356352
2.731893441,2.126126307
2.733787702,2.126895561
2.735683276,2.127664104
2.737580164,2.128431925
2.739478368,2.129199014
2.741377888,2.129965362
2.743278725,2.130730958
2.74518088,2.131495793
2.747084354,2.132259856
2.748989148,2.133023138
2.750895263,2.133785628
2.752802699,2.134547317
2.754711458,2.135308196
2.75662154,2.136068254
2.758532947,2.136827481
2.760445679,2.137585869
2.762359738,2.138343407
2.764275123,2.139100086
2.766191837,2.139855896
2.76810988,2.140610828
2.770029252,2.141364873
2.771949956,2.14211802
2.773871991,2.142870261
2.775795359,2.143621587
2.777720061,2.144371988
2.779646097,2.145121455
2.781573469,2.145869978
2.783502177,2.14661755
2.785432223,2.14736416
2.787363607,2.148109801
2.78929633,2.148854462
2.791230393,2.149598135
2.793165797,2.150340812
2.795102543,2.151082484
2.797040632,2.151823141
2.798980065,2.152562776
2.800920843,2.15330138
2.802862966,2.154038944
2.804806436,2.154775461
2.806751254,2.155510921
2.80869742,2.156245317
2.810644935,2.15697864
2.812593801,2.157710882
2.814544019,2.158442035
2.816495588,2.159172091
2.818448511,2.159901043
2.820402788,2.160628882
2.82235842,2.1613556
2.824315408,2.162081191
2.826273752,2.162805646
2.828233455,2.163528957
2.830194517,2.164251117
2.832156938,2.16497212
2.83412072,2.165691956
2.836085864,2.16641062
2.838052371,2.167128104
2.84002024,2.167844401
2.841989475,2.168559503
2.843960075,2.169273404
2.845932041,2.169986097
2.847905375,2.170697576
2.849880076,2.171407832
2.851856148,2.17211686
2.853833589,2.172824654
2.855812401,2.173531205
2.857792586,2.174236509
2.859774143,2.174940559
2.861757075,2.175643348
2.863741381,2.17634487
2.865727064,2.17704512
2.867714123,2.17774409
2.86970256,2.178441775
2.871692376,2.17913817
2.873683571,2.179833268
2.875676147,2.180527063
2.877670105,2.181219551
2.879665446,2.181910724
2.88166217,2.182600579
2.883660278,2.183289108
2.885659772,2.183976308
2.887660652,2.184662172
2.88966292,2.185346696
2.891666576,2.186029874
2.893671621,2.186711702
2.895678057,2.187392174
2.897685884,2.188071285
2.899695103,2.188749031
2.901705715,2.189425406
2.903717721,2.190100407
2.905731123,2.190774029
2.90774592,2.191446266
2.909762115,2.192117115
2.911779707,2.192786572
2.913798699,2.193454631
2.915819091,2.19412129
2.917840883,2.194786543
2.919864077,2.195450387
2.921888674,2.196112817
2.923914675,2.19677383
2.925942081,2.197433422
2.927970893,2.19809159
2.930001111,2.198748329
2.932032737,2.199403636
2.934065772,2.200057507
2.936100216,2.20070994
2.938136071,2.20136093
2.940173338,2.202010474
2.942212017,2.20265857
2.94425211,2.203305213
2.946293618,2.203950402
2.948336541,2.204594132
2.95038088,2.205236402
2.952426637,2.205877208
2.954473813,2.206516547
2.956522408,2.207154418
2.958572424,2.207790816
2.960623861,2.20842574
2.96267672,2.209059187
2.964731003,2.209691155
2.96678671,2.210321642
2.968843843,2.210950645
2.970902402,2.211578162
2.972962389,2.212204191
2.975023804,2.21282873
2.977086648,2.213451777
2.979150922,2.21407333
2.981216628,2.214693388
2.983283766,2.215311948
2.985352338,2.215929009
2.987422344,2.21654457
2.989493785,2.217158629
2.991566663,2.217771184
2.993640977,2.218382235
2.995716731,2.218991779
2.997793923,2.219599817
2.999872556,2.220206346
3.00195263,2.220811365
3.004034146,2.221414874
3.006117106,2.222016871
3.00820151,2.222617357
3.010287359,2.223216329
3.012374654,2.223813788
3.014463397,2.224409733
3.016553588,2.225004162
3.018645229,2.225597077
3.020738319,2.226188476
3.022832862,2.226778358
3.024928856,2.227366725
3.027026304,2.227953575
3.029125206,2.228538909
3.031225563,2.229122726
3.033327377,2.229705026
3.035430648,2.230285811
3.037535378,2.230865079
3.039641567,2.231442831
3.041749216,2.232019067
3.043858327,2.232593788
3.0459689,2.233166995
3.048080937,2.233738687
3.050194438,2.234308866
3.052309404,2.234877533
3.054425837,2.235444687
3.056543738,2.23601033
3.058663107,2.236574462
3.060783946,2.237137086
3.062906255,2.237698202
3.065030036,2.23825781
3.067155289,2.238815913
3.069282016,2.239372511
3.071410218,2.239927606
3.073539895,2.2404812
3.075671049,2.241033294
3.077803681,2.241583889
3.079937791,2.242132987
3.082073382,2.242680591
3.084210453,2.243226701
3.086349006,2.24377132
3.088489041,2.244314449
3.090630561,2.244856092
3.092773565,2.245396249
3.094918056,2.245934923
3.097064033,2.246472117
3.099211499,2.247007833
3.101360453,2.247542073
3.103510897,2.24807484
3.105662833,2.248606136
3.107816261,2.249135964
3.109971181,2.249664327
3.112127596,2.250191227
3.114285507,2.250716668
3.116444913,2.251240653
3.118605817,2.251763184
3.120768219,2.252284265
3.122932121,2.252803899
3.125097523,2.253322089
3.127264426,2.253838839
3.129432832,2.254354152
3.131602742,2.254868032
3.133774156,2.255380482
3.135947075,2.255891506
3.138121502,2.256401107
3.140297436,2.25690929
3.142474879,2.257416059
3.144653831,2.257921417
3.146834295,2.258425369
3.14901627,2.258927919
3.151199759,2.259429071
3.153384761,2.259928829
3.155571279,2.260427198
3.157759312,2.260924182
3.159948863,2.261419786
3.162139932,2.261914014
3.16433252,2.262406872
3.166526629,2.262898364
3.168722258,2.263388494
3.170919411,2.263877269
3.173118087,2.264364692
3.175318287,2.26485077
3.177520013,2.265335506
3.179723265,2.265818908
3.181928046,2.266300979
3.184134355,2.266781725
3.186342193,2.267261152
3.188551563,2.267739266
3.190762465,2.268216072
3.192974899,2.268691576
3.195188868,2.269165783
3.197404372,2.2696387
3.199621412,2.270110333
3.20183999,2.270580687
3.204060105,2.271049769
3.20628176,2.271517586
3.208504956,2.271984142
3.210729693,2.272449446
3.212955973,2.272913502
3.215183796,2.273376318
3.217413164,2.273837901
3.219644078,2.274298256
3.221876539,2.274757391
3.224110548,2.275215313
3.226346106,2.275672028
3.228583214,2.276127544
3.230821873,2.276581867
3.233062084,2.277035005
3.235303849,2.277486965
3.237547168,2.277937753
3.239792043,2.278387378
3.242038474,2.278835847
3.244286463,2.279283168
3.24653601,2.279729347
3.248787118,2.280174393
3.251039786,2.280618312
3.253294016,2.281061114
3.255549809,2.281502806
3.257807167,2.281943395
3.260066089,2.28238289
3.262326578,2.282821298
3.264588635,2.283258628
3.26685226,2.283694888
3.269117454,2.284130086
3.271384219,2.284564231
3.273652556,2.28499733
3.275922465,2.285429392
3.278193949,2.285860426
3.280467008,2.286290439
3.282741642,2.286719442
3.285017854,2.287147441
3.287295644,2.287574447
3.289575014,2.288000467
3.291855964,2.288425511
3.294138496,2.288849587
3.29642261,2.289272704
3.298708308,2.289694872
3.300995591,2.290116098
3.30328446,2.290536393
3.305574916,2.290955765
3.30786696,2.291374223
3.310160594,2.291791777
3.312455818,2.292208436
3.314752633,2.292624209
3.317051041,2.293039106
3.319351042,2.293453135
3.321652639,2.293866306
3.323955831,2.294278629
3.32626062,2.294690113
3.328567008,2.295100768
3.330874995,2.295510602
3.333184581,2.295919626
3.33549577,2.29632785
3.337808561,2.296735282
3.340122955,2.297141932
3.342438955,2.297547811
3.34475656,2.297952928
3.347075772,2.298357292
3.349396593,2.298760913
3.351719022,2.299163802
3.354043062,2.299565967
3.356368714,2.299967419
3.358695978,2.300368168
3.361024855,2.300768222
3.363355348,2.301167593
3.365687456,2.301566289
3.368021182,2.301964322
3.370356525,2.302361699
3.372693488,2.302758433
3.375032072,2.303154531
3.377372277,2.303550005
3.379714104,2.303944864
3.382057556,2.304339118
3.384402632,2.304732776
3.386749334,2.305125849
3.389097664,2.305518347
3.391447622,2.305910279
3.393799209,2.306301654
3.396152427,2.306692484
3.398507276,2.307082777
3.400863759,2.307472544
3.403221875,2.307861794
3.405581626,2.308250537
3.407943014,2.308638782
3.410306039,2.30902654
3.412670702,2.309413819
3.415037005,2.30980063
3.417404949,2.310186983
3.419774535,2.310572886
3.422145764,2.310958349
3.424518637,2.311343382
3.426893155,2.311727994
3.42926932,2.312112194
3.431647132,2.312495993
3.434026593,2.312879398
3.436407704,2.313262421
3.438790466,2.313645068
3.44117488,2.314027351
3.443560948,2.314409278
3.44594867,2.314790858
3.448338048,2.3151721
3.450729082,2.315553013
3.453121774,2.315933606
3.455516126,2.316313888
3.457912137,2.316693867
3.46030981,2.317073552
3.462709145,2.317452952
3.465110145,2.317832076
3.467512808,2.318210932
3.469917138,2.318589527
3.472323135,2.318967872
3.474730801,2.319345973
3.477140136,2.31972384
3.479551141,2.320101479
3.481963818,2.3204789
3.484378168,2.32085611
3.486794192,2.321233117
3.489211892,2.321609929
3.491631267,2.321986553
3.494052321,2.322362997
3.496475053,2.322739269
3.498899465,2.323115375
3.501325558,2.323491324
3.503753333,2.323867122
3.506182792,2.324242776
3.508613935,2.324618294
3.511046764,2.324993682
3.51348128,2.325368947
3.515917483,2.325744096
3.518355377,2.326119136
3.52079496,2.326494072
3.523236235,2.326868911
3.525679203,2.32724366
3.528123865,2.327618324
3.530570222,2.32799291
3.533018275,2.328367424
3.535468025,2.328741871
3.537919475,2.329116256
3.540372624,2.329490586
3.542827474,2.329864866
3.545284026,2.330239102
3.547742281,2.330613297
3.550202241,2.330987458
3.552663907,2.33136159
3.55512728,2.331735696
3.55759236,2.332109783
3.56005915,2.332483854
3.562527651,2.332857914
3.564997863,2.333231967
3.567469787,2.333606017
3.569943426,2.333980069
3.57241878,2.334354126
3.574895851,2.334728192
3.577374639,2.33510227
3.579855145,2.335476365
3.582337372,2.33585048
3.58482132,2.336224617
3.58730699,2.336598781
3.589794384,2.336972973
3.592283502,2.337347197
3.594774346,2.337721455
3.597266918,2.338095751
3.599761218,2.338470086
3.602257247,2.338844463
3.604755007,2.339218884
3.607254499,2.339593351
3.609755724,2.339967866
3.612258683,2.340342431
3.614763378,2.340717046
3.61726981,2.341091715
3.619777979,2.341466438
3.622287888,2.341841216
3.624799537,2.342216051
3.627312928,2.342590943
3.629828061,2.342965893
3.632344938,2.343340903
3.634863561,2.343715972
3.637383929,2.344091101
3.639906046,2.34446629
3.642429911,2.344841539
3.644955526,2.345216849
3.647482893,2.34559222
3.650012012,2.34596765
3.652542884,2.346343141
3.655075512,2.346718691
3.657609895,2.347094299
3.660146036,2.347469966
3.662683935,2.34784569
3.665223594,2.348221471
3.667765015,2.348597306
3.670308197,2.348973196
3.672853143,2.349349138
3.675399853,2.349725132
3.677948329,2.350101175
3.680498572,2.350477267
3.683050584,2.350853405
3.685604365,2.351229588
3.688159917,2.351605813
3.690717241,2.351982078
3.693276338,2.352358382
3.695837209,2.352734722
3.698399856,2.353111095
3.70096428,2.3534875
3.703530483,2.353863933
3.706098464,2.354240392
3.708668227,2.354616875
3.711239771,2.354993377
3.713813098,2.355369897
3.716388209,2.355746431
3.718965106,2.356122977
3.72154379,2.35649953
3.724124262,2.356876088
3.726706523,2.357252648
3.729290574,2.357629206
3.731876418,2.358005758
3.734464054,2.358382301
3.737053485,2.358758831
3.739644711,2.359135345
3.742237733,2.359511839
3.744832554,2.359888309
3.747429174,2.360264751
3.750027594,2.360641162
3.752627817,2.361017537
3.755229842,2.361393872
3.757833671,2.361770163
3.760439306,2.362146407
3.763046747,2.362522599
3.765655997,2.362898735
3.768267055,2.36327481
3.770879924,2.363650821
3.773494605,2.364026763
3.776111099,2.364402632
3.778729407,2.364778423
3.781349531,2.365154133
3.783971471,2.365529757
3.78659523,2.36590529
3.789220807,2.366280729
3.791848205,2.366656069
3.794477425,2.367031305
3.797108468,2.367406434
3.799741336,2.36778145
3.802376029,2.36815635
3.805012549,2.368531129
3.807650897,2.368905783
3.810291074,2.369280308
3.812933082,2.369654699
3.815576922,2.370028952
3.818222595,2.370403064
3.820870103,2.370777028
3.823519446,2.371150843
3.826170627,2.371524503
3.828823646,2.371898004
3.831478504,2.372271343
3.834135203,2.372644515
3.836793744,2.373017517
3.839454129,2.373390345
3.842116358,2.373762994
3.844780434,2.374135461
3.847446356,2.374507743
3.850114127,2.374879836
3.852783748,2.375251737
3.85545522,2.375623441
3.858128545,2.375994946
3.860803722,2.376366248
3.863480755,2.376737344
3.866159644,2.377108232
3.868840391,2.377478907
3.871522997,2.377849368
3.874207462,2.37821961
3.876893789,2.378589633
3.879581978,2.378959432
3.882272032,2.379329007
3.884963951,2.379698353
3.887657736,2.380067469
3.890353389,2.380436353
3.893050911,2.380805003
3.895750304,2.381173417
3.898451569,2.381541593
3.901154706,2.38190953
3.903859718,2.382277226
3.906566605,2.38264468
3.909275369,2.38301189
3.911986012,2.383378856
3.914698534,2.383745577
3.917412937,2.384112052
3.920129222,2.384478281
3.92284739,2.384844262
3.925567444,2.385209996
3.928289383,2.385575483
3.931013209,2.385940723
3.933738925,2.386305716
3.93646653,2.386670462
3.939196026,2.387034962
3.941927416,2.387399217
3.944660699,2.387763228
3.947395877,2.388126996
3.950132952,2.388490523
3.952871924,2.388853809
3.955612796,2.389216857
3.958355569,2.389579668
3.961100243,2.389942245
3.96384682,2.390304589
3.966595302,2.390666705
3.969345689,2.391028593
3.972097984,2.391390257
3.974852187,2.391751701
3.977608299,2.392112927
3.980366323,2.39247394
3.983126259,2.392834742
3.985888109,2.393195338
3.988651874,2.393555732
3.991417555,2.393915929
3.994185154,2.394275933
3.996954672,2.394635749
3.99972611,2.394995382
4.00249947,2.395354838
4.005274753,2.395714122
4.00805196,2.39607324
4.010831093,2.396432197
4.013612153,2.396791001
4.016395141,2.397149657
4.01918006,2.397508173
4.021966909,2.397866556
4.02475569,2.398224811
4.027546405,2.398582948
4.030339055,2.398940974
4.033133642,2.399298896
4.035930166,2.399656723
4.03872863,2.400014463
4.041529033,2.400372125
4.044331379,2.400729718
4.047135668,2.401087251
4.049941901,2.401444733
4.05275008,2.401802174
4.055560206,2.402159584
4.05837228,2.402516973
4.061186305,2.402874352
4.06400228,2.40323173
4.066820209,2.40358912
4.069640091,2.403946531
4.072461928,2.404303976
4.075285722,2.404661466
4.078111474,2.405019013
4.080939186,2.405376629
4.083768858,2.405734326
4.086600492,2.406092118
4.089434089,2.406450016
4.092269652,2.406808034
4.09510718,2.407166185
4.097946676,2.407524484
4.100788141,2.407882943
4.103631576,2.408241576
4.106476983,2.408600399
4.109324362,2.408959426
4.112173716,2.409318671
4.115025046,2.409678149
4.117878353,2.410037876
4.120733638,2.410397867
4.123590903,2.410758139
4.126450149,2.411118706
4.129311378,2.411479585
4.132174591,2.411840793
4.135039789,2.412202345
4.137906974,2.41256426
4.140776147,2.412926554
4.143647309,2.413289244
4.146520462,2.413652349
4.149395607,2.414015885
4.152272746,2.41437987
4.15515188,2.414744324
4.15803301,2.415109263
4.160916138,2.415474707
4.163801265,2.415840675
4.166688393,2.416207186
4.169577522,2.416574258
4.172468655,2.416941911
4.175361793,2.417310165
4.178256936,2.417679039
4.181154087,2.418048554
4.184053247,2.418418729
4.186954417,2.418789586
4.189857599,2.419161143
4.192762793,2.419533423
4.195670003,2.419906445
4.198579228,2.420280231
4.20149047,2.420654803
4.204403731,2.42103018
4.207319011,2.421406386
4.210236314,2.421783441
4.213155639,2.422161367
4.216076988,2.422540186
4.219000363,2.422919921
4.221925765,2.423300593
4.224853195,2.423682225
4.227782656,2.424064839
4.230714147,2.424448458
4.233647671,2.424833105
4.236583229,2.425218802
4.239520823,2.425605572
4.242460454,2.425993439
4.245402123,2.426382425
4.248345831,2.426772554
4.251291581,2.427163848
4.254239373,2.427556333
4.257189209,2.42795003
4.260141091,2.428344964
4.263095019,2.428741158
4.266050996,2.429138636
4.269009022,2.429537422
4.2719691,2.429937539
4.27493123,2.430339012
4.277895413,2.430741864
4.280861652,2.431146119
4.283829948,2.431551802
4.286800302,2.431958936
4.289772716,2.432367546
4.29274719,2.432777655
4.295723727,2.433189288
4.298702328,2.433602469
4.301682995,2.434017222
4.304665728,2.434433571
4.307650529,2.43485154
4.3106374,2.435271153
4.313626342,2.435692435
4.316617356,2.436115409
4.319610445,2.4365401
4.322605608,2.436966531
4.325602849,2.437394727
4.328602168,2.437824711
4.331603566,2.438256507
4.334607046,2.438690139
4.337612608,2.439125632
4.340620254,2.439563007
4.343629986,2.44000229
4.346641804,2.440443503
4.349655711,2.44088667
4.352671708,2.441331815
4.355689796,2.44177896
4.358709977,2.442228129
4.361732251,2.442679344
4.364756622,2.443132629
4.367783089,2.443588007
4.370811655,2.444045499
4.373842321,2.444505129
4.376875089,2.44496692
4.379909959,2.445430892
4.382946934,2.445897068
4.385986014,2.446365471
4.389027202,2.446836121
4.392070498,2.447309041
4.395115905,2.447784252
4.398163423,2.448261775
4.401213055,2.448741632
4.404264801,2.449223842
4.407318663,2.449708427
4.410374642,2.450195407
4.413432741,2.450684802
4.41649296,2.451176633
4.4195553,2.451670919
4.422619765,2.45216768
4.425686354,2.452666935
4.428755069,2.453168703
4.431825912,2.453673003
4.434898885,2.454179854
4.437973988,2.454689273
4.441051224,2.45520128
4.444130593,2.455715892
4.447212097,2.456233126
4.450295739,2.456753
4.453381518,2.457275531
4.456469437,2.457800736
