Period (days),Log of Amplitude
2.836085864,2.039250654
2.838052371,2.039765435
2.84002024,2.040282121
2.841989475,2.040800701
2.843960075,2.041321164
2.845932041,2.041843501
2.847905375,2.042367701
2.849880076,2.042893754
2.851856148,2.04342165
2.853833589,2.04395138
2.855812401,2.044482931
2.857792586,2.045016296
2.859774143,2.045551463
2.861757075,2.046088423
2.863741381,2.046627165
2.865727064,2.047167679
2.867714123,2.047709956
2.86970256,2.048253985
2.871692376,2.048799756
2.873683571,2.04934726
2.875676147,2.049896485
2.877670105,2.050447423
2.879665446,2.051000062
2.88166217,2.051554394
2.883660278,2.052110408
2.885659772,2.052668093
2.887660652,2.053227441
2.88966292,2.053788441
2.891666576,2.054351082
2.893671621,2.054915355
2.895678057,2.05548125
2.897685884,2.056048757
2.899695103,2.056617865
2.901705715,2.057188565
2.903717721,2.057760846
2.905731123,2.058334699
2.90774592,2.058910112
2.909762115,2.059487077
2.911779707,2.060065583
2.913798699,2.06064562
2.915819091,2.061227177
2.917840883,2.061810245
2.919864077,2.062394813
2.921888674,2.062980871
2.923914675,2.063568409
2.925942081,2.064157415
2.927970893,2.064747881
2.930001111,2.065339796
2.932032737,2.065933149
2.934065772,2.06652793
2.936100216,2.067124128
2.938136071,2.067721734
2.940173338,2.068320735
2.942212017,2.068921123
2.94425211,2.069522886
2.946293618,2.070126014
2.948336541,2.070730497
2.95038088,2.071336322
2.952426637,2.071943481
2.954473813,2.072551961
2.956522408,2.073161753
2.958572424,2.073772845
2.960623861,2.074385226
2.96267672,2.074998886
2.964731003,2.075613813
2.96678671,2.076229997
2.968843843,2.076847427
2.970902402,2.077466091
2.972962389,2.078085978
2.975023804,2.078707077
2.977086648,2.079329377
2.979150922,2.079952866
2.981216628,2.080577533
2.983283766,2.081203367
2.985352338,2.081830356
2.987422344,2.082458489
2.989493785,2.083087754
2.991566663,2.083718139
2.993640977,2.084349634
2.995716731,2.084982225
2.997793923,2.085615902
2.999872556,2.086250652
3.00195263,2.086886464
3.004034146,2.087523326
3.006117106,2.088161226
3.00820151,2.088800151
3.010287359,2.08944009
3.012374654,2.09008103
3.014463397,2.09072296
3.016553588,2.091365866
3.018645229,2.092009737
3.020738319,2.092654561
3.022832862,2.093300324
3.024928856,2.093947015
3.027026304,2.094594621
3.029125206,2.095243129
3.031225563,2.095892527
3.033327377,2.096542802
3.035430648,2.097193941
3.037535378,2.097845932
3.039641567,2.098498762
3.041749216,2.099152417
3.043858327,2.099806885
3.0459689,2.100462154
3.048080937,2.101118209
3.050194438,2.101775038
3.052309404,2.102432628
3.054425837,2.103090965
3.056543738,2.103750037
3.058663107,2.104409831
3.060783946,2.105070332
3.062906255,2.105731527
3.065030036,2.106393404
3.067155289,2.107055949
3.069282016,2.107719148
3.071410218,2.108382988
3.073539895,2.109047456
3.075671049,2.109712537
3.077803681,2.110378219
3.079937791,2.111044488
3.082073382,2.111711329
3.084210453,2.112378731
3.086349006,2.113046678
3.088489041,2.113715157
3.090630561,2.114384154
3.092773565,2.115053656
3.094918056,2.115723649
3.097064033,2.116394119
3.099211499,2.117065052
3.101360453,2.117736434
3.103510897,2.118408252
3.105662833,2.119080492
3.107816261,2.119753139
3.109971181,2.120426181
3.112127596,2.121099603
3.114285507,2.121773391
3.116444913,2.122447531
3.118605817,2.12312201
3.120768219,2.123796813
3.122932121,2.124471927
3.125097523,2.125147338
3.127264426,2.125823031
3.129432832,2.126498994
3.131602742,2.127175212
3.133774156,2.127851671
3.135947075,2.128528358
3.138121502,2.129205258
3.140297436,2.129882359
3.142474879,2.130559645
3.144653831,2.131237104
3.146834295,2.131914721
3.14901627,2.132592484
3.151199759,2.133270377
3.153384761,2.133948388
3.155571279,2.134626503
3.157759312,2.135304708
3.159948863,2.13598299
3.162139932,2.136661336
3.16433252,2.13733973
3.166526629,2.138018162
3.168722258,2.138696616
3.170919411,2.139375079
3.173118087,2.140053539
3.175318287,2.140731982
3.177520013,2.141410395
3.179723265,2.142088764
3.181928046,2.142767076
3.184134355,2.143445319
3.186342193,2.14412348
3.188551563,2.144801545
3.190762465,2.145479501
3.192974899,2.146157336
3.195188868,2.146835038
3.197404372,2.147512592
3.199621412,2.148189988
3.20183999,2.148867212
3.204060105,2.149544251
3.20628176,2.150221094
3.208504956,2.150897728
3.210729693,2.151574141
3.212955973,2.152250321
3.215183796,2.152926255
3.217413164,2.153601932
3.219644078,2.154277339
3.221876539,2.154952466
3.224110548,2.155627299
3.226346106,2.156301828
3.228583214,2.156976041
3.230821873,2.157649927
3.233062084,2.158323473
3.235303849,2.15899667
3.237547168,2.159669505
3.239792043,2.160341968
3.242038474,2.161014047
3.244286463,2.161685733
3.24653601,2.162357013
3.248787118,2.163027877
3.251039786,2.163698315
3.253294016,2.164368317
3.255549809,2.165037871
3.257807167,2.165706968
3.260066089,2.166375597
3.262326578,2.167043749
3.264588635,2.167711414
3.26685226,2.168378581
3.269117454,2.169045241
3.271384219,2.169711385
3.273652556,2.170377002
3.275922465,2.171042085
3.278193949,2.171706623
3.280467008,2.172370607
3.282741642,2.173034028
3.285017854,2.173696877
3.287295644,2.174359147
3.289575014,2.175020827
3.291855964,2.17568191
3.294138496,2.176342386
3.29642261,2.177002249
3.298708308,2.177661489
3.300995591,2.178320098
3.30328446,2.178978069
3.305574916,2.179635394
3.30786696,2.180292065
3.310160594,2.180948075
3.312455818,2.181603416
3.314752633,2.18225808
3.317051041,2.182912062
3.319351042,2.183565352
3.321652639,2.184217946
3.323955831,2.184869835
3.32626062,2.185521014
3.328567008,2.186171475
3.330874995,2.186821212
3.333184581,2.187470218
3.33549577,2.188118489
3.337808561,2.188766017
3.340122955,2.189412796
3.342438955,2.190058821
3.34475656,2.190704086
3.347075772,2.191348586
3.349396593,2.191992314
3.351719022,2.192635266
3.354043062,2.193277436
3.356368714,2.193918819
3.358695978,2.194559411
3.361024855,2.195199205
3.363355348,2.195838199
3.365687456,2.196476386
3.368021182,2.197113762
3.370356525,2.197750323
3.372693488,2.198386065
3.375032072,2.199020984
3.377372277,2.199655074
3.379714104,2.200288333
3.382057556,2.200920756
3.384402632,2.20155234
3.386749334,2.202183081
3.389097664,2.202812976
3.391447622,2.203442021
3.393799209,2.204070212
3.396152427,2.204697546
3.398507276,2.205324021
3.400863759,2.205949634
3.403221875,2.20657438
3.405581626,2.207198259
3.407943014,2.207821265
3.410306039,2.208443398
3.412670702,2.209064655
3.415037005,2.209685033
3.417404949,2.210304529
3.419774535,2.210923142
3.422145764,2.211540869
3.424518637,2.212157708
3.426893155,2.212773658
3.42926932,2.213388715
3.431647132,2.214002879
3.434026593,2.214616147
3.436407704,2.215228518
3.438790466,2.21583999
3.44117488,2.216450562
3.443560948,2.217060232
3.44594867,2.217668999
3.448338048,2.218276861
3.450729082,2.218883817
3.453121774,2.219489866
3.455516126,2.220095006
3.457912137,2.220699238
3.46030981,2.221302558
3.462709145,2.221904968
3.465110145,2.222506465
3.467512808,2.223107049
3.469917138,2.223706719
3.472323135,2.224305474
3.474730801,2.224903314
3.477140136,2.225500238
3.479551141,2.226096245
3.481963818,2.226691334
3.484378168,2.227285506
3.486794192,2.227878759
3.489211892,2.228471094
3.491631267,2.229062509
3.494052321,2.229653005
3.496475053,2.23024258
3.498899465,2.230831235
3.501325558,2.23141897
3.503753333,2.232005783
3.506182792,2.232591675
3.508613935,2.233176645
3.511046764,2.233760694
3.51348128,2.234343821
3.515917483,2.234926025
3.518355377,2.235507307
3.52079496,2.236087667
3.523236235,2.236667104
3.525679203,2.237245617
3.528123865,2.237823208
3.530570222,2.238399875
3.533018275,2.238975619
3.535468025,2.239550439
3.537919475,2.240124335
3.540372624,2.240697308
3.542827474,2.241269356
3.545284026,2.24184048
3.547742281,2.242410679
3.550202241,2.242979953
3.552663907,2.243548302
3.55512728,2.244115725
3.55759236,2.244682223
3.56005915,2.245247795
3.562527651,2.24581244
3.564997863,2.246376159
3.567469787,2.24693895
3.569943426,2.247500814
3.57241878,2.24806175
3.574895851,2.248621758
3.577374639,2.249180836
3.579855145,2.249738985
3.582337372,2.250296203
3.58482132,2.250852491
3.58730699,2.251407847
3.589794384,2.251962271
3.592283502,2.252515761
3.594774346,2.253068318
3.597266918,2.253619939
3.599761218,2.254170625
3.602257247,2.254720375
3.604755007,2.255269186
3.607254499,2.255817059
3.609755724,2.256363991
3.612258683,2.256909982
3.614763378,2.257455031
3.61726981,2.257999135
3.619777979,2.258542294
3.622287888,2.259084507
3.624799537,2.259625771
3.627312928,2.260166085
3.629828061,2.260705447
3.632344938,2.261243856
3.634863561,2.26178131
3.637383929,2.262317806
3.639906046,2.262853344
3.642429911,2.26338792
3.644955526,2.263921533
3.647482893,2.26445418
3.650012012,2.264985859
3.652542884,2.265516569
3.655075512,2.266046305
3.657609895,2.266575067
3.660146036,2.267102851
3.662683935,2.267629654
3.665223594,2.268155474
3.667765015,2.268680307
3.670308197,2.269204152
3.672853143,2.269727004
3.675399853,2.270248861
3.677948329,2.270769719
3.680498572,2.271289575
3.683050584,2.271808426
3.685604365,2.272326268
3.688159917,2.272843098
3.690717241,2.273358911
3.693276338,2.273873705
3.695837209,2.274387474
3.698399856,2.274900216
3.70096428,2.275411926
3.703530483,2.275922599
3.706098464,2.276432232
3.708668227,2.276940821
3.711239771,2.27744836
3.713813098,2.277954845
3.716388209,2.278460272
3.718965106,2.278964636
3.72154379,2.279467931
3.724124262,2.279970154
3.726706523,2.280471298
3.729290574,2.280971359
3.731876418,2.281470331
3.734464054,2.28196821
3.737053485,2.282464989
3.739644711,2.282960663
3.742237733,2.283455226
3.744832554,2.283948674
3.747429174,2.284440998
3.750027594,2.284932195
3.752627817,2.285422257
3.755229842,2.285911179
3.757833671,2.286398955
3.760439306,2.286885577
3.763046747,2.28737104
3.765655997,2.287855337
3.768267055,2.288338462
3.770879924,2.288820407
3.773494605,2.289301165
3.776111099,2.289780731
3.778729407,2.290259097
3.781349531,2.290736255
3.783971471,2.291212199
3.78659523,2.291686921
3.789220807,2.292160414
3.791848205,2.29263267
3.794477425,2.293103682
3.797108468,2.293573443
3.799741336,2.294041943
3.802376029,2.294509176
3.805012549,2.294975134
3.807650897,2.295439809
3.810291074,2.295903191
3.812933082,2.296365275
3.815576922,2.29682605
3.818222595,2.297285509
3.820870103,2.297743643
3.823519446,2.298200444
3.826170627,2.298655904
3.828823646,2.299110012
3.831478504,2.299562762
3.834135203,2.300014143
3.836793744,2.300464148
3.839454129,2.300912766
3.842116358,2.30135999
3.844780434,2.30180581
3.847446356,2.302250216
3.850114127,2.3026932
3.852783748,2.303134752
3.85545522,2.303574863
3.858128545,2.304013523
3.860803722,2.304450723
3.863480755,2.304886454
3.866159644,2.305320705
3.868840391,2.305753468
3.871522997,2.306184732
3.874207462,2.306614487
3.876893789,2.307042724
3.879581978,2.307469432
3.882272032,2.307894603
3.884963951,2.308318226
3.887657736,2.30874029
3.890353389,2.309160786
3.893050911,2.309579704
3.895750304,2.309997033
3.898451569,2.310412764
3.901154706,2.310826886
3.903859718,2.311239388
3.906566605,2.311650262
3.909275369,2.312059495
3.911986012,2.312467078
3.914698534,2.312873001
3.917412937,2.313277253
3.920129222,2.313679823
3.92284739,2.314080702
3.925567444,2.314479878
3.928289383,2.314877341
3.931013209,2.315273082
3.933738925,2.315667088
3.93646653,2.31605935
3.939196026,2.316449858
3.941927416,2.316838599
3.944660699,2.317225565
3.947395877,2.317610745
3.950132952,2.317994127
3.952871924,2.318375702
3.955612796,2.318755459
3.958355569,2.319133387
3.961100243,2.319509477
3.96384682,2.319883716
3.966595302,2.320256095
3.969345689,2.320626604
3.972097984,2.320995232
3.974852187,2.321361968
3.977608299,2.321726802
3.980366323,2.322089724
3.983126259,2.322450723
3.985888109,2.322809789
3.988651874,2.323166912
3.991417555,2.323522081
3.994185154,2.323875287
3.996954672,2.324226518
3.99972611,2.324575766
4.00249947,2.324923019
4.005274753,2.325268268
4.00805196,2.325611502
4.010831093,2.325952713
4.013612153,2.326291889
4.016395141,2.326629022
4.01918006,2.3269641
4.021966909,2.327297115
4.02475569,2.327628058
4.027546405,2.327956917
4.030339055,2.328283684
4.033133642,2.32860835
4.035930166,2.328930905
4.03872863,2.32925134
4.041529033,2.329569645
4.044331379,2.329885811
4.047135668,2.33019983
4.049941901,2.330511693
4.05275008,2.33082139
4.055560206,2.331128913
4.05837228,2.331434253
4.061186305,2.331737402
4.06400228,2.33203835
4.066820209,2.332337091
4.069640091,2.332633616
4.072461928,2.332927915
4.075285722,2.333219982
4.078111474,2.333509809
4.080939186,2.333797387
4.083768858,2.33408271
4.086600492,2.334365769
4.089434089,2.334646556
4.092269652,2.334925066
4.09510718,2.33520129
4.097946676,2.335475222
4.100788141,2.335746855
4.103631576,2.336016181
4.106476983,2.336283195
4.109324362,2.336547889
4.112173716,2.336810258
4.115025046,2.337070296
4.117878353,2.337327995
4.120733638,2.337583352
4.123590903,2.337836358
4.126450149,2.338087011
4.129311378,2.338335303
4.132174591,2.338581229
4.135039789,2.338824786
4.137906974,2.339065967
4.140776147,2.339304768
4.143647309,2.339541184
4.146520462,2.339775212
4.149395607,2.340006847
4.152272746,2.340236085
4.15515188,2.340462922
4.15803301,2.340687355
4.160916138,2.34090938
4.163801265,2.341128995
4.166688393,2.341346195
4.169577522,2.341560979
4.172468655,2.341773344
4.175361793,2.341983286
4.178256936,2.342190806
4.181154087,2.342395899
4.184053247,2.342598564
4.186954417,2.342798801
4.189857599,2.342996607
4.192762793,2.343191982
4.195670003,2.343384925
4.198579228,2.343575434
4.20149047,2.34376351
4.204403731,2.343949153
4.207319011,2.344132362
4.210236314,2.344313138
4.213155639,2.344491481
4.216076988,2.344667392
4.219000363,2.344840873
4.221925765,2.345011924
4.224853195,2.345180547
4.227782656,2.345346744
4.230714147,2.345510517
4.233647671,2.345671867
4.236583229,2.345830799
4.239520823,2.345987314
4.242460454,2.346141416
4.245402123,2.346293107
4.248345831,2.346442392
4.251291581,2.346589275
4.254239373,2.346733759
4.257189209,2.34687585
4.260141091,2.347015551
4.263095019,2.347152868
4.266050996,2.347287806
4.269009022,2.347420371
4.2719691,2.347550569
4.27493123,2.347678405
4.277895413,2.347803886
4.280861652,2.34792702
4.283829948,2.348047812
4.286800302,2.348166271
4.289772716,2.348282403
4.29274719,2.348396218
4.295723727,2.348507723
4.298702328,2.348616926
4.301682995,2.348723837
4.304665728,2.348828464
4.307650529,2.348930818
4.3106374,2.349030908
4.313626342,2.349128744
4.316617356,2.349224336
4.319610445,2.349317696
4.322605608,2.349408834
4.325602849,2.349497761
4.328602168,2.349584491
4.331603566,2.349669033
4.334607046,2.349751402
4.337612608,2.349831609
4.340620254,2.349909667
4.343629986,2.349985591
4.346641804,2.350059392
4.349655711,2.350131087
4.352671708,2.350200688
4.355689796,2.350268211
4.358709977,2.350333671
4.361732251,2.350397083
4.364756622,2.350458462
4.367783089,2.350517825
4.370811655,2.350575188
4.373842321,2.350630568
4.376875089,2.350683982
4.379909959,2.350735447
4.382946934,2.350784981
4.385986014,2.350832603
4.389027202,2.350878329
4.392070498,2.35092218
4.395115905,2.350964175
4.398163423,2.351004332
4.401213055,2.351042672
4.404264801,2.351079215
4.407318663,2.351113981
4.410374642,2.351146992
4.413432741,2.351178268
4.41649296,2.351207831
4.4195553,2.351235702
4.422619765,2.351261905
4.425686354,2.351286462
4.428755069,2.351309395
4.431825912,2.351330728
4.434898885,2.351350485
4.437973988,2.351368689
4.441051224,2.351385366
4.444130593,2.351400538
4.447212097,2.351414232
4.450295739,2.351426473
4.453381518,2.351437286
4.456469437,2.351446698
