mode
8
11
12
17
18
25
26
31
32
41
42
43
44
45
46
67
68
77
78
79
80
81
82
83
84
87
88
95
96
97
98
105
106
111
112
113
114
117
118
125
126
127
128
131
132
133
134
135
136
143
144
145
146
147
148
155
156
157
158
161
162
165
166
169
170
173
174
175
176
183
184
191
192
193
194
197
198
199
200
207
208
211
212
215
216
217
218
221
222
231
232
235
236
237
238
239
240
251
252
255
256
257
258
261
262
263
264
267
268
269
270
271
272
277
278
279
280
281
282
287
288
289
290
293
294
295
296
297
298
303
304
313
314
321
322
337
338
343
344
345
346
347
348
351
352
353
354
359
360
371
372
373
374
377
378
379
380
381
382
385
386
387
388
391
392
393
394
395
396
397
398
399
400
405
406
411
412
415
416
417
418
419
420
423
424
433
434
441
442
453
454
455
456
457
458
461
462
465
466
469
470
473
474
475
476
477
478
485
486
489
490
493
494
499
500
503
504
505
506
511
512
515
516
517
518
519
520
521
522
527
528
531
532
537
538
539
540
543
544
549
550
551
552
553
554
559
560
561
562
565
566
571
572
575
576
579
580
585
586
587
588
591
592
593
594
603
604
607
608
611
612
617
618
619
620
623
624
625
626
627
628
633
634
635
636
639
640
645
646
647
648
649
650
651
652
655
656
657
658
667
668
671
672
679
680
681
682
689
690
691
692
693
694
697
698
705
706
707
708
713
714
715
716
719
720
721
722
723
724
725
726
727
728
729
730
731
732
733
734
739
740
741
742
743
744
761
762
763
764
765
766
767
768
769
770
773
774
777
778
779
780
781
782
787
788
793
794
799
800
801
802
803
804
805
806
807
808
809
810
815
816
823
824
833
834
837
838
839
840
841
842
845
846
847
848
849
850
865
866
867
868
869
870
873
874
877
878
881
882
889
890
891
892
895
896
911
912
913
914
915
916
917
918
923
924
925
926
929
930
931
932
941
942
943
944
947
948
953
954
959
960
963
964
971
972
