9,8,12,10,8
12,9,12,13,8
20,15,17,21,21
45,32,39,40,30
14,13,13,12,23
23,24,28,28,34
44,38,44,44,40
14,11,13,11,34
12,9,13,10,16
15,12,13,13,13
17,12,15,14,10
24,20,21,21,19
36,31,31,31,38
54,40,58,61,50
81,79,81,78,86
124,103,118,118,91
155,152,165,153,95
23,16,19,19,44
34,35,41,38,77
52,56,64,64,67
44,59,67,87,61
16,13,15,13,8
28,28,23,25,27
64,65,66,62,52
46,42,48,49,46
21,23,21,19,37
70,67,69,79,83
67,46,56,57,81
16,14,18,17,18
37,27,38,30,34
16,17,21,18,31
28,24,30,33,31
32,23,28,29,53
29,26,30,28,69
12,16,14,13,49
37,39,43,38,74
110,97,108,103,133
67,63,69,68,43
19,18,28,21,32
39,32,46,41,66
29,18,25,23,25
19,24,18,19,36
20,19,25,20,68
22,16,22,18,48
51,49,47,48,43
19,21,18,16,38
21,29,20,23,41
38,53,46,46,45
92,99,98,94,79
78,83,91,84,68
48,43,57,65,162
16,13,22,17,46
17,24,21,23,19
39,44,41,44,60
13,16,15,14,57
25,26,26,26,20
29,33,33,42,41
82,74,79,83,62
21,26,20,20,25
15,20,19,16,26
29,35,41,36,48
25,25,32,29,49
20,33,30,32,35
53,66,62,64,46
52,49,52,53,92
139,136,143,139,111
186,169,170,176,118
131,116,125,115,109
15,16,18,14,77
21,32,23,24,29
39,38,38,39,63
14,28,17,20,27
42,54,50,47,49
54,54,56,66,60
25,24,27,24,47
18,28,20,23,17
27,28,30,28,40
24,33,26,22,44
39,51,45,44,128
37,42,44,41,118
47,43,47,52,189
34,46,44,41,111
72,84,84,79,171
31,44,48,43,100
60,89,74,71,72
102,118,112,114,98
90,106,113,119,115
38,42,49,47,33
21,24,21,18,31
35.5,41.75,39.25,42.04166667,38.5
69.04166667,76.625,85.29166667,87.45833333,79.08333333
73.25,82.91666667,80.33333333,87.6875,76.29166667
53.79166667,51.5,62.5,80.47916667,59.33333333
46.83333333,75.04166667,70.375,73.04166667,64.58333333
60.66666667,60.83333333,64.16666667,67.29166667,59.91666667
20.875,19.4375,26.83333333,25.41666667,25.25
18.625,26.70833333,23.41666667,23.41666667,19.04166667
30.02083333,36.625,40.20833333,41.04166667,37.875
48.58333333,52.08333333,54,49.95833333,52.25
25.58333333,31.08333333,32,27.95833333,30.66666667
26.04166667,39.04166667,34.91666667,36.66666667,32.29166667
32.91666667,43.375,31.54166667,31.06944444,28.41666667
27.83333333,33.47916667,35.60416667,34.16666667,32.29166667
75.625,75.125,72.58333333,77.58333333,66.38888889
53.25,71.91666667,59.79166667,61.41666667,56.95833333
61.5,74.95833333,72,78.20833333,70.20833333
182.375,145.9166667,143.2083333,143.8333333,151.6666667
77.20833333,46.45833333,71.875,74.625,68
23.66666667,23.45833333,27.85416667,22.90277778,27.91666667
49.33333333,44.95833333,44,44.95833333,41.58333333
118,119.2631579,140.5263158,141.6842105,126.4210526
116.4583333,100.125,128.125,124.0416667,121
26.29166667,24.70833333,31.54166667,24.16666667,27.91666667
127.6666667,102.1041667,107.375,98.83333333,100.875
141.6666667,133.125,155.2083333,166.1666667,151.375
78.41666667,61.54166667,85.125,91.18055556,81.29166667
56.625,43.58333333,60.875,70.29166667,58.5
32.91666667,20.75,33.875,26.75,30.5
14.75,16.25,19.75,12.83333333,16.60416667
49.70833333,50.16666667,56.04166667,52.20833333,51.16666667
26.83333333,34.58333333,36.45833333,45.54166667,35.33333333
31,35.625,42.20833333,44.25,41
24.45833333,28.70833333,34.58333333,32.8125,28.91666667
20.91666667,25.1875,27.375,26.8125,26.70833333
16.20833333,19.25,20.33333333,17.875,20.29166667
26.35416667,29.79166667,29.95833333,26.16666667,26.45833333
63.16666667,66.5,65.04166667,51.54166667,62.75
46.41666667,45.41666667,49.04166667,44.70833333,47.08333333
82.125,70.375,70.75,70.45833333,69.41666667
128.4166667,103.5,124.5,132.3333333,118.625
49.70833333,85.02083333,97,105.2916667,80.29166667
67.33333333,92.625,122.6458333,117.0833333,106.8541667
91.75,112.125,118.4583333,128.625,110.5
30.125,26.95833333,33.79166667,30.58333333,28.95833333
12.66666667,10.54166667,16.83333333,11.54166667,13.83333333
11.16666667,10.54166667,9.666666667,8.125,11.875
11,15.04166667,14.125,12.10416667,14.66666667
37.16666667,30.4375,30.5625,33.83333333,31.95833333
59.83333333,55.25,59.41666667,51.375,61.39583333
56.77083333,57.58333333,54.375,48.58333333,53.91666667
104.0833333,99.79166667,95.20833333,94.25,91.91666667
18.41666667,14.95833333,16.08333333,12.54166667,15.79166667
39.125,41.79166667,43.29166667,41.25,40.75
49.95833333,40.125,45.04166667,41.04166667,44.125
16.125,16.3125,18.58333333,16,16.91666667
17.41666667,18.45833333,20.95833333,16.875,21
30.95833333,31.5,30.08333333,26.04166667,29.875
67.05555556,66.66666667,69.88888889,69.27777778,68.55555556
64.20833333,63.10416667,74.45833333,68.79166667,71.5
42.20833333,58.125,55.125,54.04166667,52.79166667
27.08333333,38.375,27.66666667,25.20833333,30.70833333
31.04166667,33,30.5,27.79166667,31.625
19.66666667,20.08333333,18.70833333,18.70833333,22
31.66666667,37.45833333,37.08333333,37.125,37.04166667
64.13194444,71.22916667,70.40625,63.47916667,61.82638889
44.625,56.45833333,55.20833333,49.75,52.625
32.66666667,58.70833333,59.79166667,60.95833333,57.58333333
22.70833333,25.58333333,36.83333333,33.83333333,33.70833333
19,18.39583333,21.125,20.79166667,22.54166667
27.45833333,27.29166667,30.70833333,31.41666667,31.54166667
33.20833333,36.83333333,40.25,36.29166667,36.125
15.25,20.125,21.625,24.75,20.375
21.95833333,23.83333333,25.58333333,21.95833333,23.75
11.41666667,13.25,13.91666667,13.58333333,14.41666667
17.91666667,20.66666667,19.95833333,17.75,18.41666667
33,45.20833333,45.29166667,42.10416667,44.25
50.52380952,57.33333333,61.80952381,61.76190476,55.14285714
20.89583333,12.45833333,10.5625,10.16666667,13.22916667
32.70833333,40.33333333,41.375,43.0625,38.54166667
21.75,26.08333333,25.29166667,22.625,24.54166667
31.95833333,33.04166667,36.25,32.16666667,36.875
24.33333333,27.54166667,30.41666667,32.6875,30.54166667
33.29166667,38.75,40.41666667,38.5,37
33.45833333,38.75,40.91666667,38.58333333,39.89583333
19.8125,23.33333333,27.625,23.33333333,25.75
11.66666667,16,13.58333333,11.66666667,12.625
11.45833333,15.625,13.41666667,13,15.125
18.33333333,28.125,28.41666667,28.875,25.70833333
49.5625,50.70833333,51.125,50.625,48.66666667
83.875,74.35416667,77.20833333,79.66666667,78.08333333
15.58333333,12,13.91666667,13.625,14.3125
28.91666667,26.41666667,29.54166667,27.91666667,31.95833333
41.91666667,32.79166667,36.95833333,28.75,37.75
17.14583333,18.54166667,20.16666667,18.58333333,19.29166667
20.79166667,20.04166667,30.9375,30.25,27.39583333
58.375,61.91666667,71.16666667,69.3125,69.20833333
25.20833333,21.20833333,27.66666667,27.58333333,24.04166667
26.70833333,18.58333333,24.83333333,25.91666667,23
27.58695652,27.47826087,27.69565217,27.60869565,26.13043478
26.45833333,31,32.79166667,31.54166667,30.79166667
35.875,29.91666667,33.95833333,33.54166667,33.45833333
23.75,23.5,25.20833333,31.95833333,23.75
39.20833333,36.04166667,36.20833333,36.45833333,34.45833333
100.0416667,83.58333333,82.14583333,75.79166667,82.95833333
78.91666667,87.70833333,97.83333333,91.58333333,83.66666667
49.20833333,59.91666667,60.41666667,53.875,59.20833333
32.85416667,32.54166667,44.52083333,36.41666667,34.08333333
57.95833333,42.95833333,53.72916667,47.75,51.83333333
103.4583333,108.8125,112.5833333,96,114.125
29.5,24,31.83333333,32.29166667,31.91666667
9.25,10.71527778,11.55555556,8.375,11.04166667
12.5,14.41666667,15.08333333,11.08333333,14.8125
10.16666667,13.29166667,11.91666667,9.791666667,11.16666667
14.16666667,18.79166667,22.70833333,24.45833333,23.22916667
12.2173913,16.19565217,17.2173913,10.84782609,16.7826087
26.79166667,23.95833333,26.91666667,23.54166667,25.5
32.95833333,34.25,42.95833333,25.95833333,38.25
46.5,47.6875,55.125,54.83333333,48.83333333
55.25,55.25,61.33333333,54.33333333,54.70833333
45.3125,54.91666667,62.33333333,59,57.29166667
59.54166667,69.70833333,74.875,71.375,76.83333333
43.625,51.45833333,53.58333333,50.29166667,52.95833333
17.125,14.75,24.97916667,19.16666667,24.33333333
12.70833333,15.04166667,15.66666667,12.58333333,13.70833333
47.41666667,38.25,48.07638889,39.61111111,46.75
54.5,56.27083333,66.95833333,64.83333333,68.41666667
35.54166667,39.75,43.45833333,37.08333333,42.04166667
17.79166667,21.625,25.29166667,22.83333333,25.75
19.91666667,14.04166667,27.20833333,21.41666667,23.125
27.83333333,17.45833333,34.41666667,32.375,34.04166667
13.83333333,11.20833333,12.20833333,9.625,11.20833333
13.45833333,12.41666667,11.6875,8.875,11.29166667
18.91304348,22.69565217,28.82608696,26.13043478,27.34782609
32.95833333,39.16666667,41.83333333,35.45833333,41.51388889
10.125,13.25,18.20833333,15.375,16.54166667
10.625,11.14583333,16.875,16.3125,17.20833333
21.875,24.5625,33.54166667,26.33333333,29
17.33333333,16.83333333,20.625,16.95833333,18.33333333
13.625,12.91666667,14.75,12.3125,13.45833333
21.66666667,29.25,38.58333333,33.79166667,35.16666667
20.58333333,26.375,34.625,29.375,31.41666667
32.875,35.25,43.375,38.125,42.83333333
19.54166667,21.79166667,27.58333333,22.45833333,31.29166667
20.125,13.08333333,20.20833333,15.33333333,23.14583333
24.875,21.83333333,32.08333333,24.16666667,30.375
40.02083333,36.83333333,46.375,35.01388889,49.25
17.79166667,24.39583333,24.91666667,25.08333333,23.20833333
21.08333333,25.08333333,34.95833333,30.875,32.1875
16.60416667,17.125,23.29166667,20,20.125
25.70833333,29.91666667,38.66666667,32.25,41
12.375,12.83333333,16.25,8.208333333,12.54166667
21,20.25,28.29166667,20.08333333,27.08333333
26.54166667,26.95833333,31.33333333,24.625,33.5
38,49.5,57.29166667,45.5,57.91666667
15.75,14.83333333,22.83333333,17.33333333,18.70833333
16.41666667,10.95833333,17.75,15.25,16.04166667
18.83333333,23.29166667,22.41666667,16.9375,21.875
19.20833333,29.25,37.79166667,24.29166667,28.16666667
29.125,46.20833333,55,39.8125,35.375
21.13043478,25.34782609,31.56521739,26.65217391,20.39130435
17.70833333,25.91666667,33.875,23.375,22.20833333
17.16666667,19.91666667,37.72916667,33.20833333,26.14583333
21.97916667,21.91666667,32.95833333,25.70833333,22.08333333
19.79166667,31.04166667,44.375,34.16666667,28.04166667
10.91666667,10.5,16.58333333,14.58333333,12
10.45833333,13.83333333,16.45833333,13.64583333,13.91666667
11.54166667,10.66666667,15.91666667,12.29166667,11.54166667
22.625,24.66666667,36.83333333,27.95833333,26.29166667
20.875,24.22916667,37.125,31.125,25.25
39.52083333,31.625,48.875,38.04166667,38.60416667
34.33333333,39.41666667,46.08333333,40.08333333,34.16666667
45.45833333,50.875,59.91666667,49.54166667,49.41666667
13.58333333,17.33333333,25.60416667,19.66666667,17.08333333
13.875,17.08333333,25.58333333,18.22222222,14.54166667
9.208333333,10.64583333,13.625,12.29166667,7.958333333
18.33333333,16.5,26.75,18.41666667,18.625
13.1875,11.375,16.625,15.04166667,11.66666667
7.958333333,9.3125,17.75,13.33333333,10.875
15.54166667,20.16666667,33.16666667,27.83333333,20.83333333
15.20833333,16,29.29166667,21.77083333,17.45833333
28.29166667,19.375,33.66666667,24.66666667,20.89583333
19.29166667,16.375,19.125,14.04166667,11.58333333
6,6.645833333,12.04166667,7.458333333,16.3125
26.65217391,29.7826087,42.08695652,25.7826087,23.65217391
17.41666667,21.66666667,32.95833333,26.70833333,24.25
11.375,12,19.77083333,16.625,10.70833333
6.583333333,8.666666667,15.91666667,10.52083333,6.333333333
11.625,12.79166667,21.0625,16.16666667,11.95833333
17.73913043,13.95652174,23.58695652,18,16.30434783
20.58333333,18.52083333,28.64583333,20.45833333,18.97916667
16.52083333,21.375,26.25,22.25,16.08333333
20.25,19.95833333,33.95833333,24.16666667,18.66666667
13.04166667,14.45833333,24.16666667,18.125,15.375
9.958333333,5.25,17.70833333,13.20833333,9.375
11.83333333,9.1875,17.6875,14.70833333,10.70833333
29.70833333,27.70833333,43.33333333,30.33333333,28.97916667
43.16666667,50.89583333,53.60416667,50.41666667,46.54166667
52.75,52.08333333,63.95833333,52.58333333,49.625
10.125,11.45833333,20,14.79166667,9.166666667
7.375,11.54166667,16.04166667,12.45833333,6.541666667
26.66666667,17.72916667,29.20833333,21.16666667,17.45833333
32.75,32.08333333,36.0625,34.70833333,28.29166667
26.45833333,21.91666667,34.875,29.04166667,22.39583333
30.66666667,17.70833333,25.375,21.04166667,20.54166667
19.70833333,13.875,25.58333333,21.91666667,17.45833333
38,18.54166667,31.70833333,22.54166667,24.70833333
16.22916667,15.33333333,20.5,16.875,12.58333333
14.08333333,11.04166667,18.04166667,13.875,11.875
9.583333333,10.20833333,16.58333333,11.20833333,8.791666667
13.91666667,13.45833333,23.5,19.54166667,13.1875
45.20833333,46.125,62.375,51.66666667,46.0625
19.41666667,24.25,39.66666667,32.79166667,23.14583333
29.33333333,27.79166667,44.66666667,30.08333333,28.375
9.583333333,14.45833333,18.70833333,11.41666667,12.04166667
24.91666667,27.29166667,36.0625,27.66666667,26.16666667
19.29166667,20.08333333,29.95833333,26.4375,22
7.5,14.58333333,21.625,16.58333333,13.54166667
8.041666667,11.375,20.04166667,12.25,12.33333333
8.625,7.166666667,17.04166667,10.25,9.208333333
9.708333333,7.5,16.04166667,11,9.416666667
13.29166667,12.375,25.41666667,18.83333333,13.85416667
13.375,15.20833333,19,15.375,12.20833333
40.33333333,37.08333333,48.89583333,37.75,35.66666667
32,36.375,52.125,42.375,35.83333333
14.58333333,15.75,23.875,16.20833333,14.20833333
40.27083333,36.54166667,47.375,33.375,32.77083333
28.29166667,25.04166667,34.04166667,28.375,24.83333333
7.416666667,8.208333333,13.3125,8.708333333,7.166666667
14.33333333,16.54166667,28.72916667,18.39583333,15.875
23.54166667,24.41666667,35.75,22,21.6875
6.583333333,5.916666667,9.041666667,6.375,5.458333333
7.333333333,7.25,10.91666667,9.416666667,6.958333333
7,9.083333333,11.375,8.708333333,5.625
21.625,16.91666667,28.33333333,21.20833333,20.5
28.79166667,32.85416667,41.375,35.08333333,33.20833333
13.08333333,16.375,25.10416667,19.08333333,25.5
22.79166667,16.58333333,29.33333333,16.29166667,33.83333333
25.79166667,21.16666667,37.16666667,25.33333333,40.5
9.791666667,6.791666667,11.5,11.375,11.66666667
6.75,7.708333333,11,6.375,12.16666667
12.08333333,12.20833333,18.70833333,10.125,22.5
22.79166667,28.79166667,37.70833333,24.83333333,42.5
29.95833333,28.66666667,36.79166667,29.75,46.875
15.08333333,24.16666667,27.4375,16.16666667,30.70833333
9.041666667,11.16666667,16.83333333,11.41666667,18.66666667
9.875,11.0625,8.25,11,12.04166667
11.33333333,12.5,15.79166667,10.95833333,17.54166667
13.25,19.04166667,28.54166667,24.22916667,29.625
17.91666667,17.04166667,29.25,23.89583333,31.83333333
25.66666667,21.41666667,35.97916667,27.33333333,35.375
9.25,8.041666667,14.70833333,11.33333333,13.375
7.875,7.25,12.625,9.875,10.58333333
6.333333333,5.958333333,9.666666667,6.208333333,8
7.25,7.916666667,12.58333333,9.75,11.16666667
12.91666667,12.33333333,20.58333333,14.83333333,17.08333333
9.208333333,9.958333333,16.375,10.75,12.79166667
32.58333333,30.04166667,43.66666667,40.33333333,49.16666667
24.375,26.20833333,35.08333333,27.9375,38.83333333
12.41666667,10,16.41666667,16.85416667,16.22916667
11.58333333,10.04166667,13.75,11.41666667,15.25
11.22916667,10.95833333,12.79166667,12.95833333,16.41666667
14,7.5,13.33333333,12.70833333,17.33333333
10.95833333,9.083333333,14.625,12.79166667,14.04166667
14.91666667,12.33333333,18.16666667,15.26388889,20.375
16.125,13.20833333,19.875,19.83333333,23.95833333
12.33333333,12.08333333,17.375,11.41666667,18.625
18,18.14583333,23.04166667,17.58333333,26.04166667
18.10869565,16.08695652,22.34782609,17.52173913,26.04347826
34.91304348,28.04347826,47.34782609,43.82608696,48.91304348
46.63157895,43.84210526,49.78947368,48.47368421,58.31578947
46.04166667,47.5,56.29166667,48.8125,59.58333333
19.83333333,16.54166667,22.35416667,23.45833333,25.54166667
18.5,16.70833333,19.20833333,17.79166667,24.65277778
31.125,23.97916667,31.625,24.54166667,36
30.64583333,23.08333333,35.45833333,30.79166667,40.625
14.375,12.45833333,14.41666667,14.33333333,18.54166667
10.82608696,9.826086957,11.43478261,8.608695652,10.2826087
10.86363636,11.59090909,12.59090909,10.47727273,8.863636364
27.375,24.25,28.58333333,25.60416667,32.08333333
56.875,51.85416667,60.66666667,52.875,68.04166667
56.54166667,56.75,62.16666667,55.29166667,74.5
68.66666667,60.33333333,71.54166667,59.33333333,74.72916667
111.4583333,102.6666667,102.4166667,93.375,108.7291667
69.91304348,70,77.95652174,67.56521739,87.7826087
12.58333333,11.77083333,13.29166667,13.1875,10.41666667
23.91666667,21.875,24.27083333,23.125,28.375
9.47826087,11.5,11.13043478,9,8.130434783
47.66666667,43.66666667,51.04166667,44.08333333,43.25
50.25,25.22916667,42.5,40.25,49.29166667
22.25,17.79166667,27.04166667,25.75,31.125
24.82608696,17.2826087,21.95652174,20.60869565,26.17391304
89.41666667,68.79166667,73.66666667,70.66666667,88.375
106.7916667,117.5416667,120.1666667,113.0625,145.4583333
50.90909091,53.31818182,57.45454545,54.86363636,69
10.08333333,14.45833333,11.95833333,13.875,13.4375
13.75,11.54545455,17.81818182,17.45454545,17.72727273
30.125,21.83333333,28.29166667,22.125,35.625
66.47826087,61.26086957,67.95652174,67.36956522,77.2173913
117.9583333,107.0416667,116.9375,113.1666667,97.89583333
21.625,17.91666667,19.875,20.79166667,27.25
14.73913043,16.84782609,20.65217391,19.82608696,18.10869565
38.33333333,39.95833333,41.04166667,39.58333333,39.4375
54.70833333,52.04166667,62,50.77083333,60.54166667
80.33333333,78.875,78.54166667,72.58333333,76.08333333
28.65217391,23.39130435,30.13043478,27.34782609,30.30434783
11.20833333,15.64583333,13.54166667,13.14583333,13.83333333
10.625,19.47916667,11.9375,11.875,11.5
37.79166667,41.60416667,42.95833333,41.39583333,40.25
58.125,66.47916667,66.33333333,64.5,64.77083333
59.45833333,62.98611111,60.34722222,57.91666667,62.41666667
32.29166667,27.875,32.29166667,39.46527778,35.5
12.13043478,19.60869565,15.7826087,12.08695652,14.95652174
20.29166667,20.77083333,20.75,23.375,21.33333333
36.83333333,41.16666667,39,38.0625,36.89583333
94.68181818,104.4772727,101.7045455,98.59090909,98.68181818
112.1666667,106.9583333,115.5416667,106.625,111.6666667
18.02083333,25.875,22.77083333,23.91666667,22.79166667
26.16666667,28.91666667,29.125,26.83333333,28.75
129.9583333,123.9375,115.9166667,117.3958333,111.2083333
37.375,37.54166667,40.25,44.9375,40.25
48.54166667,68.5,52.625,47.66666667,50.8125
26.45833333,30.60416667,28.91666667,27.35416667,29
13.125,16.64583333,14.04166667,13.91666667,15.52083333
14.125,24.27083333,18.04166667,20.20833333,18.79166667
19.41666667,26.375,22.08333333,24.125,24.45833333
14.33333333,23.5,13.625,14.20833333,16.58333333
13.625,17.91666667,17.95833333,17.60416667,18.33333333
27.27777778,36.05555556,25.47222222,23.88888889,25.61111111
29.82608696,33.2173913,30.47826087,30.43478261,29
12,17.66666667,14.125,15.79166667,15.83333333
14.10416667,20.125,14.625,16.16666667,15.45833333
17.79166667,27.72916667,19.75,16.45833333,17.79166667
23.56521739,31.52173913,25.13043478,22.2173913,24.69565217
30.08333333,28.29166667,24.33333333,31.1875,27.0625
40.125,45.41666667,36.54166667,35,37.45833333
51.33333333,59.33333333,51.41666667,49.875,50.64583333
18.125,28.375,19.41666667,18.75,20.79166667
17.16666667,34.4375,21.66666667,23.5,24.79166667
21.45833333,38.45833333,28,21.375,24.70833333
44.43478261,41.89130435,34.91304348,38.73913043,36.13043478
21.125,35.91666667,19.89583333,21.04166667,20.54166667
22.95833333,35.22916667,22.58333333,22.58333333,25.39583333
66.20833333,71.75,62.95833333,63.91666667,61.75
66.43478261,69.08695652,64.65217391,61.56521739,62.42028986
36.04166667,33.70833333,30.25,29.625,31.08333333
37.54166667,37.375,40.54166667,38.04166667,39.70833333
20.66666667,27.625,22.39583333,22.58333333,20.75
18.4173913,24.96521739,19.3826087,20.10434783,17.06521739
25.95,34.7,24.5,28.55,21.85
29.23529412,38.85294118,29.17647059,24.88235294,26.70588235
43.7826087,41.43478261,33.91304348,32.52173913,36.46376812
27.39583333,36.75,31.08333333,28.91666667,30.54166667
26.83333333,45.45833333,28.70833333,31.91666667,31.125
35.25,47.85416667,30.16666667,28.04166667,30.25
30.13043478,49.2173913,29.47826087,32.04347826,32.86956522
112.5833333,95.625,84.08333333,87.5625,85.33333333
105.7916667,103.8125,94.29166667,96.24305556,90.41666667
19.79166667,26,19.125,42.5,23.91666667
43.47619048,49.88095238,39.0952381,56.83333333,39.60714286
24.375,44.04166667,35.58333333,63.47916667,34.16666667
72.75,77.20833333,68.16666667,110.3958333,70.375
30.875,35.83333333,36.38888889,91.52777778,33.16666667
26.68181818,30.40909091,26.27272727,32.63636364,25.77272727
14.29166667,24.45833333,12.875,16.375,16.39583333
16.35416667,24.70833333,18.41666667,17.54166667,18.875
23,27,23,25,26
34,43,39,43,39
46,51,38,45,40
36,59,39,47,42
16,39,16,23,17
30,31,26,27,27
20,27,18,19,21
18,26,14,15,17
16,32,18,22,22
15,35,22,23,27
33,41,28,30,30
55,61,51,52,52
54,61,56,65,60
43,40,38,39,43
36,35,30,32,38
19,34,24,26,26
24,34,22,25,26
31,37,34,40,39
22,30,27,25,25
76,92,74,76,78
165,173,162,161,163
80,79,84,94,84
62,72,67,73,70
107,115,96,98,100
140,148,137,131,137
64,109,69,78,77
50,54,46,45,48
21,23,23,20,19
22,33,28,25,26
36,42,38,38,39
42,61,56,54,52
67,69,70,68,74
21,31,26,26,25
43,52,51,43,46
43,52,57,48,51
99,111,100,97,95
74,67,69,66,70
22,27,27,25,26
43,40,43,40,39
81,89,84,85,82
91,73,82,84,83
118,127,137,133,121
69,102,104,101,89
46,69,59,61,57
30,27,33,28,28
16,26,21,17,19
20,21,26,16,23
16,21,19,16,16
27,34,30,27,29
90,80,81,78,79
